company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Pryde & Partners Ark.byrå AB,5565431854,2,69,Pryde; Edvin Stefan,4,3,Pryde & Partners Ark.byrå AB|Magasinet i Hälleviksstrand AB|Hälleviksstrand Köpmansgården AB|DESIGN PARTNER STEFAN PRYDE
Toftered Innovation AB,5590320775,2,44,Toftered; Helge Michael,1,2,Toftered Innovation AB
Elitpetter AB,5569049066,2,46,Andrén; Ulf Petter,1,1,Elitpetter AB
Studio Streck AB,5569139230,4,39,Häger; Jan Martin,1,0,Studio Streck AB
Studio Streck AB,5569139230,4,39,Alfredsson; Lars Olof,1,0,Studio Streck AB
Spåretorps Entreprenad AB,5567279731,3,43,Flykt; Sten Olov,1,2,Spåretorps Entreprenad AB
selle-design AB,5569493157,2,51,Selle; Marco,1,1,selle-design AB
Emilssons Måleri i Lidköping AB,5591945133,2,45,Emilsson; Raymond Torbjörn Peter,1,1,Emilssons Måleri i Lidköping AB
Liberty Street Brand Studio AB,5562289255,2,47,Waehrens; Henric Ernst,1,3,Liberty Street Brand Studio AB
Liberty Street Brand Studio AB,5562289255,2,47,Waehrens; Mirja Camilla Mörch,1,1,Liberty Street Brand Studio AB
Cecilia Steen Arkitekt AB,5567737324,2,58,Steen; Erna Cecilia,1,0,Cecilia Steen Arkitekt AB
Thorstensson Bygg AB,5568150899,2,47,Thorstensson; Pierre Anders,2,1,Dannike Hills Kommanditbolag|Thorstensson Bygg AB
Byggteknik i Ale Aktiebolag,5565006565,2,45,Hoxhaj; Eriola,1,3,Byggteknik i Ale Aktiebolag
NORR BYGG EKLANDA AB,5568295777,2,59,Öström; Hans Ola,1,1,NORR BYGG EKLANDA AB
Zarquon AB,5569788606,2,42,Huhtanen; Juha Ensio,1,1,Zarquon AB
E.HED INVEST AB,5590285085,2,34,Hedlund; Erik David Anders,2,2,Göteborgssnickarna AB|E.HED INVEST AB
LTSI Energy & Rena Golv AB,5567986574,2,61,Dalström; Rolf Gunnar Bo,1,5,LTSI Energy & Rena Golv AB
