company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Liljewall Arkitekter Aktiebolag,5561450379,13,45,Sundgren; Elof Niclas,2,1,Martin Sundgren Mäklare AB|Liljewall Arkitekter Aktiebolag
Liljewall Arkitekter Aktiebolag,5561450379,13,45,Esping Nordblom; Hilda Kristin,3,13,Liljewall Projekt & Fastighetsutveckling          Aktiebolag|Liljewall Intressenter AB|Liljewall Arkitekter Aktiebolag
Liljewall Arkitekter Aktiebolag,5561450379,13,45,Svartling; Andreas,2,6,Liljewall Arkitekter Aktiebolag|Tildem AB
VästMark Entreprenad AB,5568165350,4,42,Nordberg; Bengt Patrik Valter,7,3,VästMark Entreprenad AB|PIN Enterprise AB|VM4 Förvaltning AB|VM4 Holding AB|DEZ Holding AB|PIN Holding AB|Älvbacken Förvaltning AB
Torslanda Entreprenad i Göteborg Aktiebolag,5561069872,3,69,Jonsson; Sven Uno Gunnar,4,9,Torslanda Entreprenad i Göteborg Aktiebolag|Anläggningsbolaget i Sverige AB|Landström & Jonsson Maskin Aktiebolag|Fastighets AB Bergfästet GUC
Carlbergs Holding AB,5568339724,3,51,Nickegård; Björn Magnus,3,30,Hyrmaterial i Väst AB|Carlbergs i Göteborg AB|Carlbergs Holding AB
Carlbergs Holding AB,5568339724,3,51,Warneflo; Mats Ivar,3,19,Hyrmaterial i Väst AB|Carlbergs Holding AB|Carlbergs i Göteborg AB
Carlbergs i Göteborg AB,5565009072,3,51,Nickegård; Björn Magnus,3,30,Hyrmaterial i Väst AB|Carlbergs i Göteborg AB|Carlbergs Holding AB
Göteborg Mark och Betong Entreprenad AB,5569102428,4,46,Ekstrand; Jim Robert,8,0,Göteborg Mark och Betong Entreprenad AB|FYP Holding Göteborg AB|Hope ByLena Hair&MakeUp AB|Fastighetsfokus Nr 3 AB|Jim Ekstrand och Tommie Nilsson Holding Göteborg  AB|Westcoast Concrete AB|GMB Holding AB|Ragnar Thorgren Holding AB
Bergendahls El Projekt AB,5560971110,6,49,Olin; Lars Johannes,11,9,Omvägen Holding AB|Bergendahls El Projekt AB|TELENTA Aktiebolag|Elektra Elteknik i Göteborg Aktiebolag|Bergendahls El Energiteknik AB|Bergendahls El Service Aktiebolag|Bergendahls El Gruppen Aktiebolag|Bergendahls El i Kungälv AB|Bergendahls EL Syd AB|Fastighetsbolaget Omvägen AB|Lars Olin Holding AB
Bergendahls El Projekt AB,5560971110,6,49,Hattara; Tapio Kullervo,1,1,Bergendahls El Projekt AB
Pålaktiebolaget Svenska,5566507496,4,53,Petersson; Björn-Hugo Gunnar,6,4,Pålaktiebolaget Svenska|Allmags Förvaltning AB|N P Förvaltnings AB|NP Fastighet i Kungälv AB|GeO Pålen AB|Pålab Holding AB
Elektro-Centralen Entreprenad Hisings Backa AB,5567777890,6,55,Linde; Dan Morgan,10,19,Elektro-Centralen Entreprenad Hisings Backa AB|Elkontakt i Borås AB|AB Tingstad Rörinstallation|Vinga Fyr Förvaltning AB|Vinga Boj Förvaltning AB|Vinga Installation AB|Amhults Fastighetsförvaltning Kommanditbolag|Bostadsrättsföreningen Andrummet|Vinga Förvaltning AB|Vinga Båk Förvaltning AB
Vinci Energies Nordic Aktiebolag,5565792297,3,54,Thimfors; Sven Åke Tomas,9,44,Eitech Electro AB|Emil Lundgren AB|Vinci Energies Nordic Aktiebolag|Actemium Process AB|Actemium Electro AB|INAC Process AB|R-TEKNIK Aktiebolag|Emil Lundgren Process AB|Emil Lundgren International Aktiebolag
Trafiksystem Väst AB,5568873904,4,53,Wiesner; Lars Mikael,4,2,Trafiksystem Väst AB|HAJON AB|Toltorp Invest Aktiebolag|LaWi Consulting AB
Electroteambolagen i Västsverige AB,5567334643,5,54,Sjöholm; Benny Leonard,9,4,Trafiksystem Väst AB|Electroteambolagen i Västsverige AB|UTK Activ El Aktiebolag|Electroteam i Västsverige AB|KD EL Service AB|BL El & Design AB|Ostkustens Elektriska Aktiebolag|Ackevis Miljö El AB|Electroteam i Stockholm AB
WH Fastighets- och Byggservice AB,5567442099,2,54,Johansson; Matthias,10,15,Axima AB|WH Bolagen Sverige AB|HOLfast AB|WH Fastighets- och Byggservice AB|Olof Leander Måleri AB|Ljungbloms Elektriska AB|Navigator Distribution Nordic AB|WH Installation AB|Pro Agency Sports m.A. AB|Berolini AB
Wingårdh och Medarbetare Aktiebolag,5564898491,2,68,Wingårdh; Gert Bo,9,5,Wingårdh Ägande Aktiebolag|Wingårdh Arkitektkontor Aktiebolag|Wingårdh och Medarbetare Aktiebolag|SBU Svensk Bostadsutveckling AB|Winrage AB|Wingårdh & Wingårdh Aktiebolag|WARK AB|SBU Framtid AB|Wingårdh Property Development AB
Wingårdh och Medarbetare Aktiebolag,5564898491,2,68,Toresson; Monica Eva Helena,1,3,Wingårdh och Medarbetare Aktiebolag
XR Berg och Maskin AB,5560750902,2,60,Svensson; Per Göran,5,4,XR Berg och Maskin AB|Haggårdens Entreprenad Aktiebolag|XR Marmorn AB|XR Fimmersta AB|XR Byrån AB
Integra Engineering AB,5564818986,2,59,Wallin; Anders,3,4,Wallinia AB|Integra Engineering AB|Västbud Aktiebolag
Integra Engineering AB,5564818986,2,59,Sindler; Jonas Åke Bruno,3,7,Integra Engineering AB|Sindler Konsult AB|Västbud Aktiebolag
Schakt & Transport i Borås Entreprenad Aktiebolag,5563251270,7,54,Johansson; Ulf Thomas,2,2,Schakt & Transport i Borås Entreprenad Aktiebolag|Schakt- och Transportcentralen i Borås            Ekonomisk Förening
Wästbygg Projektutveckling AB,5569434870,2,46,Björkander; Magnus Peter,16,12,Wästbygg Projektutveckling AB|WB Projektutveckling Entreprenad AB|Trollhättan LS6 Fastighets AB|Tuve 12:40 Ekonomisk förening|Ekonomiska föreningen Parklyckan i Vårberg|Ekonomiska föreningen Malmö Godsfinkan 2|Ekonomiska föreningen Skogome 7:14|Hökälla Skogome 7:26 AB|Ekonomiska föreningen Höghuset i Kristianstad|Strandängen 1 i Skogstorp AB|Kvarteret Häggen i Halmstad                       Kooperativ Hyresrättsförening|Södra Nyhamnen i Malmö AB|Tuve 134:2 Ekonomisk förening|Skogome 7:26 ekonomisk förening|Ekonomiska föreningen Skogome 7:13|Ekonomiska föreningen Soluret i Hyllie
PNP Stålhallar AB,5569200842,4,52,Gustafsson; Annica Berit Maria,19,35,PNP Stålhallar AB|Hospitalsgården Industripark AB|Gårdö 1:25 i Ulricehamn Fastighets AB|PNP Maskinuthyrning AB|Fastighetsankaret i Skara AB|Bostadsrättsföreningen Kompassen Sjölyckan|Bostadsrättsföreningen Landeriets Längor|Bostadsrättsföreningen Åbergs Lycka 2|Bostadsrättsföreningen Flaggstången|Bostadsrättsföreningen Norra Sörkastets Lycka|Bostadsrättsföreningen Fårabergets Lycka|Bostadsrättsföreningen Kvarnliden i Källby|Bostadsrättsföreningen Dalvyn|Bostadsrättsföreningen Gjutaren i Enköping|Bostadsrättsföreningen Söderslätts Lycka|Bostadsrättsföreningen Esters Lycka|Bostadsrättsföreningen Ängsklockan Askeslätt|Bostadsrättsföreningen Idre Skiers Lodge|Bostadsrättsföreningen Idre Hillside
Bogesunds El & Tele AB,5565859815,3,52,Lundberg; Klas Pär Joakim,11,11,Bogesunds El & Tele AB|MSI-EL Motala Ströms Installation AB|MSI-Järn AB|MSI-Rör AB|Larm & Teleteknik i Motala AB|LuJo AB|LuJo Fastigheter AB|LuEv AB|LuAl AB|LuAm AB|Bogesunds Holding AB
Tranemo Trädgårdstjänst Aktiebolag,5561778472,5,47,Carlsson; Lars Roger,10,17,Tranemo Trädgårdstjänst Aktiebolag|J E Eriksson Mark & Anläggningsteknik AB|Bengtssons Trädgårdsanläggningar Aktiebolag|Mark & Trädgård Skottorp AB|Vent 3 AB|TTJ-fast AB|Ömme AB|Tranemo Förvaltning AB|Grönytespecialisterna i Stockholm AB|Green Landscaping Helsingborg AB
Johns Bygg & Fasad AB,5569474108,3,37,Brahimi; Enis,4,4,Johns Bygg & Fasad AB|EMTA Invest AB|Förvaltning Von Utfallsgatan AB|EMTA Fastighet AB
TB-GRUPPEN AB,5566133897,3,55,Lerander; Marcus Clas Fredrik,103,98,TB-GRUPPEN AB|TB-GRUPPEN Bostad AB|TB-GRUPPEN Projekt AB|TB-GRUPPEN Utveckling AB|Bomullen Fastighets AB|Jägaren i Alingsås AB|TB-GRUPPEN Förvaltning AB|Smedjebo Fastighets AB|Mejesås Fastighets AB|Dragarbrunn 3:2 3:3 3:4 Ekonomisk förening|Vårklinten Fastighets AB|Tokebacka Fastighets AB|Krattan Fastighets AB|Mjörnstranden Aktiebolag|Blåklinten 5 i Vårgårda AB|Smedjan 22 i Alingsås Fastighets AB|Strandgården Fastighets AB|Affärshuset Storken AB|Fagrabo Fastighets Aktiebolag|Stora Bommen AB|Alsike Trädgårdsstad Markutveckling AB|Klippstranden AB|TB-GRUPPEN Holding AB|Bostadsrättsföreningen Herrgårdsbyn i Gäddeholm|MM Industrilokaler AB|Östra Landmärket nr 17 ekonomisk förening|Tokebacka Fastighets 2 AB|PM Industrilokaler AB|Fabege V 108 AB|LA Industrilokaler AB|Östra landmärket nr 12 ekonomisk förening|Villa Käringberget ekonomisk förening|Östra landmärket nr 16 ekonomisk förening|Östra landmärket nr 15 ekonomisk förening|Bergstranden AB|TB-GRUPPEN Fastighets AB|Fabege V 103 AB|Fingerborgen Fastighets AB|Ekgläntan i Öst 15 AB|Ekgläntan i Öst 18 AB|Ekgläntan i Öst 17 AB|Ekgläntan i Öst 16 AB|Fabege V 102 AB|Skogsbjörken 5 Ekonomisk förening|Dallasskrapan Ekonomisk förening|Bostadsrättsföreningen Skogshusen i Knivsta|Bostadsrättsföreningen Parkhusen i Väsby|Ekmansgatan Fastighets AB|Bostadsrättsföreningen Syrenlunden i Gäddeholm|Bostadsrättsföreningen Lignum i Knivsta|Östra Landmärket nr 19 ekonomisk förening|TB-GRUPPEN Fastighets 2 AB|Skansborgen Fastighets AB|GM Industrilokaler AB|Ekgläntan i Öst 14 AB|Ekgläntan Vrå i Öst AB|Ekgläntan i Väst AB|DS Industrilokaler AB|PJ Industrilokaler AB|Bomullen Förvaltning AB|Skogsbjörken 7 Ekonomisk förening|Ekgläntan i Sthlm AB|Ekgläntan Älvsborg i Väst AB|Bostadsrättsföreningen Stadsporten i Knivsta|Bostadsrättsföreningen Granebergstorpet i Knivsta|TB-GRUPPEN Fastighets 4 AB|Ekgläntan i Öst 20 AB|Ekgläntan i Öst 21 AB|Ekgläntan i Öst 22 AB|Ekgläntan i Öst 23 AB|Ekgläntan i Öst 24 AB|Ekgläntan i Öst 25 AB|Östra Landmärket nr 18 ekonomisk förening|AlingsåsHinden Fastighets AB|MK Industrilokaler AB|DG Industrilokaler AB|LS Industrilokaler AB|AS Industrilokaler AB|IA Industrilokaler AB|Bostadsrättsföreningen Wijkhusen i Väsby|Östra Landmärket nr 25 ekonomisk förening|Östra Landmärket nr 21 ekonomisk förening|Östra Landmärket nr 23 ekonomisk förening|Östra Landmärket nr 22 ekonomisk förening|Östra Landmärket nr 24 ekonomisk förening|Östra Landmärket nr 20 ekonomisk förening|Ekgläntan i Väst 5 AB|Ekgläntan i Öst AB|Ekgläntan i Väst 7 AB|Ekgläntan i Öst 12 AB|Kastellborgen Fastighets AB|MD Industrilokaler AB|TB Gruppen Fastighets 5 AB|JP Industrilokaler AB|Bostadsrättsföreningen Fresta Berså i Väsby|Ekgläntan i Väst 6 AB|TB-GRUPPEN Fastighets 3 AB|SK Industrilokaler AB|Ekgläntan i Öst 19 AB|Fastighets AB Solna Lagern 3|Nygårdshöjd Fastighets AB|Ekgläntan Älvsborg i Väst 2 AB|Bostadsrättsföreningen Stenbrottsskogen i Alsike
Trollängen Bostad AB,5567003420,6,46,Börjeson; Carl Anders Birger,49,71,Trollabo Holding AB|Trollängen Bostad AB|Halmstad Vårdboende AB|Trollängen Järnbrott AB|Kävlinge Vårdboende AB|Trollängen Hisingen AB|Eirhem AB|Trollängen Björkris AB|Trollängen Herrljunga AB|Trollängen Vårgårda AB|Trollängen Gråberget AB|Trollabo Gård AB|Båstad Tuvelyckan AB|Trollabo Kraft Aktiebolag|Båstadlyckan Fastighets AB|Båstads Communicationscenter AB|Trelleborg Vårdboende AB|Varberg Vårdboende AB|Trollängen Snöstorp AB|Midhem Projektutveckling AB|Trollabo Kvarn & kursgård AB|Falkängen Förvaltnings AB|Trollängen Parkering AB|Snöstorp Holding AB|Båstad Vårdboende AB|Anders Börjeson Holding AB|Falkenberg Vårdboende AB|MTAF nr 30 AB|Trollängen Vargagården AB|Trollängen Exploatering i Kungsbacka AB|Trollängen Björkris 3 AB|Trollängen Björkris 2 AB|MTAF nr 20 AB|Varberg Trygghetsbostäder AB|Trollängen Västerbodarna AB|MTA Trollängen Holding AB|Mölnlycke Vårdboende AB|Malin Börjesson Holding AB|Trollängen Mölndal AB|BETRO Holding AB|Trollängen Kraft AB|Richard Börjeson Invest AB|MTAF nr 31 AB|MTAF nr 32 AB|Trollängen Holding AB|Trollängen Björkris 1 AB|Trollängen Hildedal AB|Falkängen Holding AB|Trollängen Högsbo AB
Trollängen Bostad AB,5567003420,6,46,Werner Norving; Måns Victor,14,1,Trollabo Holding AB|Trollängen Bostad AB|Trollängen Hisingen AB|Trollängen Björkris AB|Trollängen Gråberget AB|Trollängen Parkering AB|Trollängen Holding AB|Trollängen Björkris 1 AB|Trollängen Hildedal AB|Trollängen Västerbodarna AB|Trollängen Vargagården AB|Trollängen Björkris 2 AB|Trollängen Björkris 3 AB|Trollängen Högsbo AB
Elkontakt i Borås AB,5565734463,6,56,Ärlig; Rickard Erik,11,20,Elektro-Centralen Entreprenad Hisings Backa AB|Bogesunds El & Tele AB|Elkontakt i Borås AB|Aktiebolaget Borås Rörinstallationer|Energi & Miljö i Ulricehamn AB|HA RE FASTIGHETS AB|HA RE HOLDING AB|Carlbom Martin Holding AB|HA RE Förvaltning AB|Anna Bergendahl Ärlig AB|HA RE invest AB
Cleanosol AB,5590363809,4,39,Svantesson; Michael Christoffer Carl,4,11,Cleanosol AB|MYZON CAPTURE AB|Nordic RTD AB|Cleanosol Maskin AB
Provektor Sweden AB,5562146810,5,52,Johansson; Kenneth Hans,4,9,Provektor Sweden AB|Elektrikerna Västra Götaland AB|Afsens Fastighetsbolag AB|Hotel products Nordic AB
Fyrkantens Ventilation Aktiebolag,5563672806,4,56,Erkenborn; Roger Yngve Leif,2,0,Fyrkantens Ventilation Aktiebolag|Ideella Föreningen Pingstförsamlingen i Lidköping med firma Pingstförsamlingen i Lidköping
Erik Larsson Bygg AB,5560961053,4,59,Larsson; Lars Erik,29,7,Erik Larsson Bygg AB|Brunnsbo Fastighetsaktiebolag|Erik Larsson Bostäder AB|Erik Larsson Fastigheter AB|Bogesundsgatan 12 Fastighets AB|Åke Larsson Fastigheter i Limmared AB|Källgatan 10 AB|Karpen Ulricehamn 1 AB|Åke Larsson Förvaltning i Limmared AB|Bostadsrättsföreningen Domherren i Kinna|Bostadsrättsföreningen Fiskebacken 1|Erik Larsson Markutveckling 1:2 AB|Erik Larsson Markutveckling 2:2 AB|Bostadsrättsföreningen Drottningen i Varberg|Erik Larsson Förvaltning AB|Erik Larsson Projektutveckling 3 AB|Erik Larsson Projektutveckling 1 AB|Karpen i Ulricehamn 1 AB|Gudarp Tranemo 1 AB|Erik Larsson Projektutveckling 2 AB|ELB Förvaltning i Limmared AB|Erik Larsson Markutveckling 2:1 AB|S&L Förvaltnings AB|Erik Larsson Markutveckling 1:1 AB|Erik Larsson Markutveckling 3:1 AB|Bostadsrättsföreningen Sjösidan 2 i Tranemo|Erik Larsson Invest i Ulricehamn 1 AB|Erik Larsson Markutveckling 3:2 AB|Erik Larsson Invest i Ulricehamn 2 AB
Bengt Dahlgren Brand & Risk AB,5567267488,5,42,Marberg; Per-Anders,5,10,Bengt Dahlgren Brand & Risk AB|Nils Olsson Holding AB|Per-Anders Marberg Holding AB|Bengt Dahlgren Fire Research AB|Bengt Dahlgren Brand & Risk Holding AB
Ventilationskontroll Aeolus Aktiebolag,5562111343,4,52,Köster; Aleksandar,5,7,Ventilationskontroll Aeolus Aktiebolag|Klimatgruppen i Gbg AB|RC El & Styrinstallationer Zeus AB|CX Ventilation AB|EKOION AB
Bilfinger Industrial Services Interpipe AB,5567608897,nan,nan,Kukkonen; Jan Erik,2,4,Bilfinger Industrial Services Sweden AB|Liten tuva
A-Team Projekt Aktiebolag,5591333934,3,49,Håkansson; Kai Magnus,6,5,A-Team Projekt Aktiebolag|A-Team Bygg & Inredningstjänst i Göteborg AB|A-Team Byggservice AB|A-team Byggservice i Stockholm AB|A-team Projekt Förvaltning AB|Bostadsrättsföreningen Skogvaktaren
A-Team Projekt Aktiebolag,5591333934,3,49,Berner Lindqvist; Runny Thérése,4,1,A-Team Projekt Aktiebolag|A-Team Bygg & Inredningstjänst i Göteborg AB|A-team Projekt Förvaltning AB|A-team Byggservice i Stockholm AB
Asfalttjänst Hisingen AB,5565820882,2,35,Jigberg; Kent Filip Mattias,8,4,Asfalttjänst Hisingen AB|Asfalttjänst Hisingen Fastigheter AB|Norrudden Fastighet i Kärra 96:4 AB|Norrudden Fastighet i Kärra 96:2 AB|Brygghuset på Norrudden i Marstrand AB|Markarbeten i Göteborg AB|Markbolaget i Väst AB|NORRUDDENS BRYGGERI I MARSTRAND AB
Tubus System AB,5565573747,3,42,Svensson; Peer Anders Mathias,2,0,Ljunglid Holding AB|Tubus System AB
InstallationsBolaget Gbg AB,5563069961,3,60,Bergvall; John Anders,7,1,Installatörsföretagen Service i Sverige AB|InstallationsBolaget Gbg AB|APT Invest AB|Rörsam Väst Service och Informations Aktiebolag|Installationsbolaget Partners Swe AB|Bergvall Consulting AB|Viola Invest AB
Attacus Bygg Väst AB,5590695861,4,55,Andersson; Johan Fredrik,1,1,Attacus Bygg Väst AB
Asklanda Förvaltning AB,5566288782,3,48,Rydler; Anna Sofia,19,12,Asklanda Förvaltning AB|Rydlers Bygg Aktiebolag|Asklanda Fastighetsutveckling AB|Hermanssons Bygg & Trä AB|Lönnen i Alingsås AB|Asklanda Bostads AB|Asklanda Bostads i Floda AB|Asklanda Holding 4 AB|Korpaberget AB|Galstad Gård AB|Kärr 2:28 AB|Asklanda Holding 2 AB|Ingareds övre ängar AB|Asklanda Holding 3 AB|Björkängen 1 i Vårgårda AB|Asklanda Holding AB|Asklanda Bygg AB|Parkvillorna Ingareds Höjd AB|Ornunga Holding AB
AG. Anläggning & Grönt Entreprenad AB,5564104296,4,50,Samuelsson Jonsson; Lars Magnus,4,12,AG. Anläggning & Grönt Entreprenad AB|LMJ Konsult AB|Wenn Jo Holding AB|K.W.J. Förvaltning AB
WB Projektutveckling Entreprenad AB,5590580949,2,46,Björkander; Magnus Peter,16,12,Wästbygg Projektutveckling AB|WB Projektutveckling Entreprenad AB|Trollhättan LS6 Fastighets AB|Tuve 12:40 Ekonomisk förening|Ekonomiska föreningen Parklyckan i Vårberg|Ekonomiska föreningen Malmö Godsfinkan 2|Ekonomiska föreningen Skogome 7:14|Hökälla Skogome 7:26 AB|Ekonomiska föreningen Höghuset i Kristianstad|Strandängen 1 i Skogstorp AB|Kvarteret Häggen i Halmstad                       Kooperativ Hyresrättsförening|Södra Nyhamnen i Malmö AB|Tuve 134:2 Ekonomisk förening|Skogome 7:26 ekonomisk förening|Ekonomiska föreningen Skogome 7:13|Ekonomiska föreningen Soluret i Hyllie
Byggnadsfirman O.A. Tobiason Aktiebolag,5560644394,5,55,Ståhl; David Lennart,9,9,Förvaltningsaktiebolaget Alveus|Byggnadsfirman O.A. Tobiason Aktiebolag|Kålltorps Glasmästeri AB|Alveus RM AB|Backa 109:3 AB|Roma Consulting AB|Biten på Orust AB|Skadex AB|Aktiebolaget Alveus Fastigheter
Semrén & Månsson Arkitekter AB,5567483044,2,64,Liss-Daniels; Ulrika Birgitta,4,22,Semrén & Månsson Group AB|Semrén & Månsson Arkitekter AB|Maria Källsson konsulära tjänster AB|LISS MANAGEMENT I GÖTEBORG AB
H.A. Bygg Entreprenad Aktiebolag,5564294121,10,50,Hanzén; Gilbert Roland,6,47,H.A. Bygg Entreprenad Aktiebolag|Lyckornas Konsult AB|Fastighets AB Kronobränneriet|Ljungskile Förvaltnings Aktiebolag|Hamntullen Göteborg Fastighets AB|Lyrocka Affärsutveckling AB
H.A. Bygg Entreprenad Aktiebolag,5564294121,10,50,Simfors; Kai Kristofer,3,8,H.A. Bygg Entreprenad Aktiebolag|Lyrocka Affärsutveckling AB|Porten Projektutveckling AB
Högbergs Rör i Borås AB,5560598186,4,59,Högberg; Lars Erik,4,13,Högbergs Rör Förvaltning AB|Högbergs Rör i Borås AB|Lars Högberg Konsult AB|Högberg Consult & Construction
Rydlers Bygg Aktiebolag,5562204106,6,48,Rydler; Anna Sofia,19,12,Asklanda Förvaltning AB|Rydlers Bygg Aktiebolag|Asklanda Fastighetsutveckling AB|Hermanssons Bygg & Trä AB|Lönnen i Alingsås AB|Asklanda Bostads AB|Asklanda Bostads i Floda AB|Asklanda Holding 4 AB|Korpaberget AB|Galstad Gård AB|Kärr 2:28 AB|Asklanda Holding 2 AB|Ingareds övre ängar AB|Asklanda Holding 3 AB|Björkängen 1 i Vårgårda AB|Asklanda Holding AB|Asklanda Bygg AB|Parkvillorna Ingareds Höjd AB|Ornunga Holding AB
Ivar Kjellberg Byggnads AB,5565359907,3,54,Ringström; Anders Georg,9,4,Ivar Kjellberg Byggnads AB|Ivar Kjellberg Fastighets AB|Sandhem Hus 3 AB|Sandhem Hus 2 AB|Gbg Vasastaden 17-16 AB|Ivar Kjellberg Danska vägen 63 AB|Ivar Kjellberg Lokaler AB|Ivar Kjellberg Projekt AB|MerVärden Hus 1 AB
Stenmarks Bygg Skaraborg Aktiebolag,5564886090,4,59,Krüger; Claes Mikael,4,10,Stenmarks Bygg Skaraborg Aktiebolag|AB Anderssons Fastigheter i Mariestad|Björstorp förvaltnings AB|Eriksson och Johnson Bygg AB
Hål i Betong i Världen AB,5567252654,2,37,Nord; Kristian,8,6,Västsvenska Förvaltnings AB|Hål i Betong i Världen AB|VFK Rent-it AB|Torslanda Gräv & Schakt AB|Västsvenska Miljökonsult AB|Hål i Betong i Väst Anläggning AB|Västsvenska VFK Fastighetsutveckling AB|Personlig Växtkraft AB
Lear Corporation Gothenburg AB,5591386916,4,51,Hickman; Ian Douglas,2,5,Cordelia Autoparts Sweden AB|Lear Corporation Gothenburg AB
Västgötarör AB,5566824933,8,59,Palmborg; Per Niclas Fredrik,5,2,Västgötarör AB|Palmåsen Fastigheter AB|JP Fotvård AB|Föräldrakooperativet Borgunda-Dala daghem         ekonomisk förening|NickeP Invest AB
Sven Johansson Bygg AB,5567206841,3,52,Andersson; Anders Peter,7,3,Sven Johansson Bygg AB|Pacuro Holding AB|Fastighetsbolaget Kårslätt AB|Fastighetsbolaget Jordbron AB|Fastighetsbolaget Kombiringen AB|Sven Johansson Fastighets AB|Bostadsrättsföreningen Björkdungen i Bengtsfors
Västkustens Mark & Asfalt AB,5564963592,6,49,Eriksson; Stig Morgan,3,3,VMA Fastighets AB|Västkustens Mark & Asfalt AB|VMA Förvaltnings AB
WP Welding AB,5567961718,3,49,Choukair; John-John Emile Nicholaus,2,7,WP Welding AB|John Nicholaus AB
Runway Safe Group AB,5569645764,5,48,Kallén; Karl Pontus,2,5,Runway Safe Group AB|Pontus Kallén Consulting AB
BST Södra AB,5590178090,3,46,Svensson; Erik Viktor,2,4,BST Södra AB|Erik Svensson Holding AB
Skeppsviken Bygg i Göteborg AB,5568958135,4,45,Sinik; Davor,3,1,Skeppsviken Bygg i Göteborg AB|Skeppsviken Bygg i Göteborg Holding AB|Sinikson Invest AB
El-Otto i Kungälv Aktiebolag,5563132512,3,57,Davidsson; Thomas Åke,1,0,El-Otto i Kungälv Aktiebolag
El-Otto i Kungälv Aktiebolag,5563132512,3,57,Ottosson; Lars Anders,5,2,El-Otto i Kungälv Aktiebolag|Westex AB|Kungälvs SkyltMakeri Handelsbolag|Markex Larm Tele & Data Aktiebolag|Hamboldts Elektriska Aktiebolag
Curator AB,5566865852,2,53,Svensson; Anders Olle Lennart,9,14,Kungsklyftan Förvaltning AB|Curator AB|Trestads Mobil Curator AB|Curator Hiss AB|Kungsklyftan Fastigheter AB|FAMOSS Trading AB|Axtriq AB|CuratorGruppen AB|Kärragård Fastighets AB
Wallther Invest AB,5563354702,3,61,Wallther; Kjell Harry Åke,7,12,Wallther Invest AB|PlusEight System Aktiebolag|PlusEight Engineering Aktiebolag|Pluseight Technology Aktiebolag|Pluseight Group Aktiebolag|PlusEight International AB|Alcompo AB
TVÅTUMFYRA Byggnads Aktiebolag,5565206355,2,64,Leufkens; Erik Markus S:son,3,3,TVÅTUMFYRA Byggnads Aktiebolag|Lvator AB|Bostadsrättsföreningen Spaldingsgatan 3
