company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Projektfirman Stockholm AB,5591023741,4,31,Mosui; Ali Menan,3,4,Navis Skin AB|Projektfirman Stockholm AB|Menan Invest AB
STJERNAN Arkitektkontor Aktiebolag,5563052900,2,74,Walldén; Anders Olof,1,3,STJERNAN Arkitektkontor Aktiebolag
Gramaco Aktiebolag,5563276962,3,69,Gravell; Jan Anders Ruben,4,13,Dalskidan AB|Gramaco Aktiebolag|Linnéa Gravell AB|Bostadsrättsföreningen Hornblåsaren nr 6
Björk Arkitektur AB,5569367351,3,53,Björk; Håkan Karl Gustav,2,9,hrm solutions norden AB|Björk Arkitektur AB
Greta Bostäder AB,5590817184,4,54,Wipp; Peter Mikael,7,23,Byggbranschföreningarna i Sverige AB|Punkthöjden Fastighetsekonomi AB|Greta Bostäder AB|Greta Projekt AB|Punkthöjden AB|Bostfast AB|Greta Skridskon AB
BREK AB,5568373467,3,56,Boromand; Binesh,2,3,ByggArkitekter i Stockholm AB|BREK AB
Alvarsson Formconsult Aktiebolag,5562614668,2,69,Alvarsson; Kjell Yngve,2,3,STRONGCRETE AB|Alvarsson Formconsult Aktiebolag
Folke Nilsson Arkitekt & Byggkonsult Aktiebolag,5566312939,3,73,Nilsson; Folke Ingemar,2,3,Psykolog & psykoterapeut Hori Alla AB|Folke Nilsson Arkitekt & Byggkonsult Aktiebolag
S.B. Byggledning AB,5591607840,2,67,Blid; Karl Birger Stefan,1,4,S.B. Byggledning AB
6-Eyes AB,5567924591,2,50,Elia; Martin Peter,2,2,MEFAD|6-Eyes AB
Ecobloom Sweden AB,5591635478,4,40,Qadoumi; Hamza Amjad Othman,2,0,Ecobloom Sweden AB|Ecobloom Sweden
MOÅ Konsult AB,5565135125,2,75,Hedbeck; Björn Folke,1,1,MOÅ Konsult AB
At Night We Fly i Sverige AB,5591208094,2,38,Donaire Guiance; Joan Peter Michael,3,14,At Night We Fly i Sverige AB|Kitchen Island i Sverige AB|At Night We Fly
HRN Bygg - och Måleri AB,5569524829,2,64,Nordlander; Ingegerd Christina,1,0,HRN Bygg - och Måleri AB
HRN Bygg - och Måleri AB,5569524829,2,64,Nordlander; Hans Roger,1,1,HRN Bygg - och Måleri AB
Leif Cannier AB,5562240696,2,74,Cannier; Leif Åke,3,3,Leif Cannier Projekt AB|Leif Cannier AB|DIGESTOR HANDELSBOLAG
MVF Byggkonsult AB,5591984801,4,47,Ladan; Mladen,1,1,MVF Byggkonsult AB
MVF Byggkonsult AB,5591984801,4,47,Ladan; Vedran,1,1,MVF Byggkonsult AB
Svensk Byggsyn Aktiebolag,5564025277,2,72,Holmsten; Bengt Georg,1,2,Svensk Byggsyn Aktiebolag
Novodiem AB,5590505847,2,45,Karatas; Nazmiye,3,0,BiBeNa Group AB|Novodiem AB|Kurpitson Handelsbolag
Novodiem AB,5590505847,2,45,Mavi; Tuncay,1,6,Novodiem AB
Svensk Bygg och Måleri AB,5591574677,3,44,Puiu; Viorel Gheorghe,4,0,CaMa Service AB|AVS Hiss AB|Svensk Bygg och Måleri AB|CaMa Service Handelsbolag
Svensk Bygg och Måleri AB,5591574677,3,44,S-Latef; Selam,4,0,CaMa Service AB|AVS Hiss AB|Svensk Bygg och Måleri AB|CaMa Service Handelsbolag
Lamelis måleri AB,5592034176,2,40,Zeynalov; Shahriyar,2,6,Lamelis måleri AB|Lamelis ByggExperten AB
Fonestra AB,5569905630,3,36,Marciniak; Andrzej Zdzislaw,2,0,Fonestra AB|Total Allservice STHLM AB
A Equity Förvaltning Management AB,5592145766,6,47,Johansson; Tommy Michael Roger,40,5,SNB Förvaltning AB|SNB Någonting Holding AB|Brygghusen vid Väsjön Holding AB|Brygghusen i Väsjön Group 3 AB|Brygghusen i Väsjön Group 2 AB|Brygghusen i Väsjön Group AB|Mälarterrassen Ekonomisk förening|Rönninge Torghuset Fastighets AB|A Equity Förvaltning Management AB|Ekonomisk förening Poeten i Solna|Ekonomiska föreningen Ingentingskalden|SNB Ingenting 5 i Skalden DEF AB|Bostadsrättsföreningen Linbanan 2|SNB Mälarterrassen Holding AB|SNB Ingenting 4 i Skalden ABC AB|MittCafé Ingenting AB|Bostadsrättsföreningen Linbanan 3|Ekonomisk förening Esplanaden på Rinkebyterrassen|Brygghusen vid Väsjön Uthyrning AB|SNB Esplanaden Rinkeby Förvaltning AB|Rinkebyterrassen Holding 5 AB|MittGym Ingenting AB|SNB Ingenting Skalden P AB|SNB Mälarterrassen Fastighet 3 AB|SNB Mälarterrassen Fastighet 2 AB|SNB Ingenting 1 i Poeten 3 AB|MittGym Telefonplan AB|DiGum AB|SNB Häggvik 10 Fastighets 3 AB|SNB Mälarterrassen Fastighet 1 AB|SNB Ingenting 2 i Poeten 2 AB|SNB Mälarterrassen Uthyrning AB|SNB Ingenting 3 i Poeten 1 AB|Rinkebyterrassen Holding 6 AB|SNB Ingenting 6 i Skalden GH AB|SNB Häggvik 10 Fastighets 1 AB|SNB Häggvik 10 Fastighets 2 AB|SNB Häggvik 10 Förvaltning AB|Svenska Nyttobostäder AB (publ)|SHYB Torghuset Rönninge Holding AB
Pangea design AB,5563474112,3,55,Nordling; Örjan,3,4,Pangea design AB|FaPa Förvaltning AB|Familjen STHLM AB
Varpa VVS AB,5591678551,2,48,Parafjanovics; Aleksandrs,1,1,Varpa VVS AB
Aktiebolaget POENG,5563654143,2,73,Engquist; Nils Erko Ulf Ingemar,3,4,AB Paralux|Anarken AB|Aktiebolaget POENG
Uddenberg & Sparre AB,5563009835,2,63,Hedros; Mikael Erik Alexander,1,5,Uddenberg & Sparre AB
Nabel Marketing AB,5562366616,2,61,Sverdrup Nabel; Ulrika Ingrid Marie,2,2,Leanalyser AB|Nabel Marketing AB
Brunkeberg Systems AB,5569481962,7,54,Doron; Michael Yoav,5,9,SweBC AB|Brunkeberg Systems AB|Snowbasin AB|ESSNSS AB|TicketSocket Nordic AB
Thomas Strandberg Konsult AB,5592036650,2,56,Strandberg; Thomas Gunnar,5,7,Contaki Entreprenad AB|Thomas Strandberg Konsult AB|Aktiebolaget Contaki|Conbox Byggnadsställningar AB|Biscaya Tak Stockholm AB
Renaissance Consulting AB,5569211021,3,45,Pimentel; Joao Pedro De Almeida,6,0,Swedish National Road Consulting Aktiebolag|Renaissance Consulting AB|Scandinavian Care Development AB|Novum SC AB|Scandinavian Care Trading AB|Nordiska finansrådgivningsbolaget AB
A-H Riv & Service AB,5567456156,2,49,Durakovic; Azra,1,4,A-H Riv & Service AB
Jakob Sandgren Maskin & Entreprenad AB,5567188304,2,61,Sandgren; Karl Jakob,5,8,Vireone AB|Power Minds AB|Jakob Sandgren Maskin & Entreprenad AB|South Pole Group AB|Bostadsrättsföreningen Klippan 5
Betongarna i Roslagen AB,5590377916,2,31,Nilsson; Christoffer Lars Stellan B,2,1,Betongarna i Roslagen AB|Nilssons Betong Teknik
Bon Living & Interiör AB,5562394923,3,54,Eliasson; Renée Louise,1,12,Bon Living & Interiör AB
Projiceo AB,5567156210,2,53,Linde; Björn Fredrik,3,3,LabMind AB|GeoMind AB|Projiceo AB
Söderort Drift; Styr & Regler AB,5566579669,2,46,Almström; Johan Arvid,3,1,Algieba Fastighetsförvaltning AB|Tutum Production & Consulting AB|Söderort Drift; Styr & Regler AB
Byggnadsaktiebolaget Sven P Eriksson,5561786616,2,71,Eriksson; Sven Petri,1,0,Byggnadsaktiebolaget Sven P Eriksson
Lavo National Aktiebolag,5561289926,2,73,Berglund; Stig Mikael,1,7,Lavo National Aktiebolag
Vit Magnolia AB,5568351349,3,65,Mac Guinness; Jessica Christina,1,3,Vit Magnolia AB
Letoon Aktiebolag,5564846078,2,72,Hallin; Lars Ragnar,3,8,Incoord InstallationsCoordinator Aktiebolag|Incoord Sweden AB|Letoon Aktiebolag
FILLED WITH LOVE AB,5569288060,2,38,Haddad; Sabri Jean,2,4,FILLED WITH LOVE AB|Twentysix & Seven AB
ALISA Måleri AB,5591202725,2,43,Dedaj; Toni,1,0,ALISA Måleri AB
Wållgren Arkitektkontor AB,5560891490,2,72,Wållgren; Hans-Olof Gösta,1,7,Wållgren Arkitektkontor AB
Sylwester Janusz Invest AB,5591605620,2,41,Wlodarczyk; Sylwester Janusz,2,0,Sylwester Janusz Invest AB|Serrander Invest AB
Endive AB,5565466546,2,40,Jernberg; Mikaela Linn,1,1,Endive AB
MNG Entreprenad AB,5568092745,2,46,Mango; Gianni Fredrik Ove,1,2,MNG Entreprenad AB
RXbeam AB,5568655582,3,36,Häggbom; Rolf Lennart,3,5,DITIAE AB|RXbeam AB|Wellmetron AB
Nordic Led Motion AB,5590666789,2,43,nan,nan,nan,nan
Nordic Led Motion AB,5590666789,2,43,Mosquera Edberg; Kristian Marcel,1,1,Nordic Led Motion AB
Plan och bygglovsgruppen Sverige AB,5568438070,2,40,Najafi; Faranak,2,3,Justina Consulting AB|Plan och bygglovsgruppen Sverige AB
Chonells Project AB,5590388632,2,56,Hellqvist; Conny Lennart,2,2,Chonells Project AB|KRANSENS BYGG & SNICKERI SERVICE
Mälarö Produktion AB,5568508864,2,49,Rosendal; John Eric,10,4,Mälarö Fastighets AB|Oceanen 3.0 AB|Mälarö Produktion AB|MF Mark AB|Lennartsnäs Fastighets AB|Älvnäs 2.0 AB|Älvnäs Hill AB|Bostadsrättsföreningen Bullerbyn Ekerö|Uteluft AB|Vendelsö Fastighet AB
Elan Design Aktiebolag,5563582096,2,69,Åkerlund; Knut,8,3,Treasury Systems Sweden AB|Currency risk management Aktiebolag|Hans O Pettersson HOP AB|CRM Treasury Partners AB|CRM Software AB|Elan Design Aktiebolag|Solatido AB|Rylshyttan Sports AB
Elan Design Aktiebolag,5563582096,2,69,Åkerlund; Gerd Elisabeth,3,1,Currency risk management Aktiebolag|Elan Design Aktiebolag|Rylshyttan Sports AB
Private Preserve Svenska AB,5569622631,2,49,von Baumgarten-Berner; Hampus S,2,8,Private Preserve Svenska AB|Berners Mat och Vinklubb AB
Torell & Partner AB,5568460918,3,67,Torell; Svante Carl-Gustaf,4,19,REOMTI Bygg AB|Reaktivering Furuhöjden Aktiebolag|Erik Torell AB|Torell & Partner AB
Ulf Nyqvist Fastighetsutveckling AB,5590955406,2,66,Nyqvist; Sven Ulf Reinhold,6,23,Nyqvist Consulting Aktiebolag|Andelsägarbolaget M2 Marknad AB|Ulf Nyqvist Fastighetsutveckling AB|Andelsägarbolaget M2 AB|GodBo management AB|Bostadsrättsföreningen Solliden
Markbiten på Ingarö AB,5561398388,2,51,Zetterberg; Dag Johan Peter,1,2,Markbiten på Ingarö AB
Daydream Invest AB,5590852744,2,31,Spennare; David Ulf,8,2,Daydream Invest AB|Saltkällan Exploatering AB|BY-STKLM AB|Baggehög Invest AB|Bostadsrättsföreningen Strömmen 1|Bokhöjden AB|HISTORLY AB|HEDIN VENTURES AB
Ciceron Project Management AB,5567805378,4,45,Schrickel; Monica,4,3,Ciceron Projekt AB|Ciceron Project Management AB|Monica Schrickel Projekt AB|Schrickel Holding AB
Alelar Bygg och Fastighetskonsult AB,5567020556,4,53,Alexanderson; Lars,1,2,Alelar Bygg och Fastighetskonsult AB
Johans Rör i Stockholm AB,5568599343,2,48,Wallskog; Johan Birger,1,1,Johans Rör i Stockholm AB
Flexgolv Enskede AB,5568076680,2,56,Anderstedt; Mats,1,0,Flexgolv Enskede AB
Golden Vagance AB,5591565733,1,32,Johansson; Hans Christoffer Valentin,4,5,ZONDAC AB|Golden Vagance AB|Christoffer Valentin AB|Piemonte Invest AB
Aktiebolaget Stockholms Storleksgradering,5567542237,2,62,Ulme; Eva Marie,3,6,Bostadsrättsföreningen Meteorologen nr 3|ASP Lenny AB|Aktiebolaget Stockholms Storleksgradering
Hans Holst AB,5568629660,2,64,Holst; Hans Eric Arvid,2,23,Scandinavian Geothermal Power AB|Hans Holst AB
Zandén arkitekt & ingenjörsbyrå AB,5591402978,2,62,Zandén; Erik Lennart Henrik,2,1,Zandén arkitekt & ingenjörsbyrå AB|ZANDÉN Arkitekt & ingenjörsbyrå
Leanathome by Jarlsdotter AB,5569808388,2,51,Jarlsdotter Norell; Eva Sofia,2,3,Dr. Mattias Norell AB|Leanathome by Jarlsdotter AB
Alkert Projekt AB,5569836421,2,35,Alkert; Ted Alexander,3,0,Björknäs etapp 2 AB|Dalhäll & Alkert AB|Alkert Projekt AB
BEITO AMIRO AB,5569524894,2,42,Barqasho; Besim,3,8,Cashoncash Systems Sthlm AB|Qsam AB|BEITO AMIRO AB
Kroon Rueda AB,5569321788,2,49,Kroon; Bodil Ann-Sofie,1,0,Kroon Rueda AB
Kroon Rueda AB,5569321788,2,49,Rueda Diaz; Andres,1,0,Kroon Rueda AB
ACERIS Innovation & Production AB,5566846506,2,53,Lönn; Viktoria Anna Christina,1,6,ACERIS Innovation & Production AB
