company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Brion Teknik Fyrbodal AB,5591781553,5,41,Hennström; Carl Fredrik John,1,2,Brion Teknik Fyrbodal AB
Bohusläns Kommunala Exploateringsaktiebolag,5560699539,5,60,Pettersson; Lars Gunnar,2,5,Kungälv-Marstrand Marknad & Näringsliv            Ekonomisk förening|Bohusläns Kommunala Exploateringsaktiebolag
Björn och Robin isoleringsaktiebolag,5592076771,4,43,Lindberg; Björn Fredrik,3,0,Björn och Robin isoleringsaktiebolag|PS Isol AB|Lindbergs plåt och isolering AB
Björn och Robin isoleringsaktiebolag,5592076771,4,43,Eriksson; Robin Nils Erik,2,0,Björn och Robin isoleringsaktiebolag|Isoleringsprojekt i Göteborg AB
Tele & Säkerhetstjänst i Skara Aktiebolag,5564897055,2,42,Strömberg; Thomas Bertil Valdemar,1,7,Tele & Säkerhetstjänst i Skara Aktiebolag
Västkonsult i Trollhättan Aktiebolag,5562765981,2,68,Wahlström; Mats Göran,2,2,Västkonsult i Trollhättan Aktiebolag|John Evert Wahlström AB
Totalinstallation i Göteborg Aktiebolag,5563205078,4,54,Långström; Bernt Niclas,2,2,Totalinstallation i Göteborg Förvaltning AB|Totalinstallation i Göteborg Aktiebolag
Jumperfabriken Sweden AB,5567547954,3,57,Synnes; Gun Elisabet Maria,2,7,Jumperfabriken Sweden AB|Synnes Consulting AB
UA SB Gruppen AB,5590888904,3,40,Stjernqvist; Hans Jimmi Cristofer,4,2,UA SB Gruppen AB|Snickargruppen i Bohuslän AB|Plåtslagargruppen i Bohuslän AB|Svenska Byggruppen Inköp & Produktion AB
BOHUS BERGSPRÄNGNING Aktiebolag,5564007788,4,50,Andreasson; Lars Robert,3,3,BOHUS BERGSPRÄNGNING Aktiebolag|Sanne RR AB|Robbans Maskin
Strong Solutions Sweden Entreprenad AB,5591423669,4,47,Dahlberg; Simon Valdemar,3,4,FRP Solutions AB|Strong Solutions Sweden Entreprenad AB|Strong Solutions Sweden AB
Arkitekterna Krook & Tjäder i Borås AB,5561821082,4,55,Wansbury; Dominic,2,4,Arkitekterna Krook & Tjäder i Borås AB|D T H Invest AB
Geotechnica Sverige AB,5590931191,3,42,Dahlström; Anders Marcus,5,1,Geotechnica Sverige AB|Geotechnica Maskin Göteborg AB|Geozenit AB|Gøteborgs Grunnundersøkelser AB|Geotechnica Holding Göteborg AB
Rörtjänst i Mellerud Aktiebolag,5563501302,3,42,Andersson; Karl-Evert Roger,3,1,Rörtjänst i Mellerud Aktiebolag|AFF Fastighetsbolag AB|Snixåsvatten Ek. för.
WOSAB Plåt AB,5568137920,4,47,Kentsdotter; Jannike Elisabeth,4,7,WOSAB Plåt AB|WOSAB Fastigheter Väst AB|SextonTretton Fastighet Kommanditbolag|JKN Holding AB
TEJ Värdepapper Aktiebolag,5562360833,2,78,Dernå Lindholm; UllaBritt Kristina,3,1,Möbler i Trestad AB|TEJ Värdepapper Aktiebolag|Aktiebolaget TEJ Fastigheter
Trestads Telemontage Aktiebolag,5562312701,2,58,Torstensson; Ulf Inge Jörgen,5,4,Trestads Telemontage Aktiebolag|Trademan Electronics Aktiebolag|Telemontage Uddevalla AB|Spot on caravan AB|Trestads Larmteknik Kommanditbolag
High Mind Studios AB,5569972267,2,45,Krantz; Caroline Matilda Elisabeth,6,5,High Mind Studios AB|High Mind AB|Steampipe Production Studio AB|Garland Pine AB|Top of Mind AB|High Mind Group AB
Peab Asfalt Väst AB,5591326508,3,59,Jakobsson; Hans Håkan,8,16,Swerock Aktiebolag|Peab Asfalt AB|Peab Asfaltfräsning Aktiebolag|Peab Asfalt Väst AB|Berg & Betongtätning i Sverige AB|Peab Industri AB|Bodenhus AB
O Andreasson Byggnads AB,5568602485,2,36,Andreasson; John Olof Roberth,1,0,O Andreasson Byggnads AB
Svarteborgs Plåt AB,5569439903,2,49,Dahlberg; Anders Bertil,4,1,Svarteborgs Plåt AB|Wiktorssons Byggservice AB|Norra Kärnsjöns Fibernät Ekonomisk förening|Kungshamns Plåtservice Aktiebolag
Stångens Byggnads AB,5566175336,2,55,Mattson; Robert Edgar,4,7,Stångens Byggnads AB|Stångens Maskinuthyrning AB|Edgar och Maurits AB|Stången Holding AB
Skorstenspojkarna AB,5569035982,4,33,Alevåg; Björn Patrik,4,2,Trä & Mur Kompaniet i Kba AB|Skorstenspojkarna AB|Skorstenspojkarna Kommanditbolag|Albo Holding AB
Fogelgrens Byggservice AB,5568864192,2,50,Fogelgren; Rikard Gösta Henry,5,3,GFB i Tvåstad AB|Fogelgrens Byggservice AB|CARIFO Konsult AB|CARIFO Fastigheter AB|CARIFO AB
MAKAJO Sverige AB,5568093172,3,49,Mandell; Jonna Kaarina,2,13,MAKAJO Sverige AB|MAKAJO AB
Västtransport AB,5569637464,2,41,Nolblad; Lasse Rikard,4,11,Västtransport AB|Lastno Aktiebolag|NOLAB i Lysekil Aktiebolag|Relocated AB
Åsarps Bygg & Handel AB,5566437108,3,61,Henriksson; Marie,4,1,Åsarps Bygg & Handel AB|Svartagården i Falköping AB|PEJK Aktiebolag|Åsarps Holding AB
Nya Bygg-Lars i Trollhättan Aktiebolag,5564723129,2,70,Swenson; Lars Evert,1,4,Nya Bygg-Lars i Trollhättan Aktiebolag
Nya Bygg-Lars i Trollhättan Aktiebolag,5564723129,2,70,Svensson; Helena Cathrine,2,4,Nya Bygg-Lars i Trollhättan Aktiebolag|Indo Art
AB Tingstad Rörinstallation,5567115059,4,50,Fasnacht; Mikael Joakim,4,9,Aquadus VVS AB|AB Tingstad Rörinstallation|MIFAS i Göteborg AB|MIFAS Förvaltnings AB
Ricono Produktion AB,5563197671,2,65,Rau; Hans Enrico,2,7,Ricono Produktion AB|Ricono
Rylanders VVS AB,5591184873,3,61,Karlsson; Lars Magnus Johan,4,3,Rylanders El i Lysekil AB|Rylanders VVS AB|Lysekils Elektriska AB|KAMP Förvaltnings AB
Stavrex AB,5590468863,6,51,Karlsson; Karl Henrik,4,0,Stavrex AB|H&F Miljöartiklar Kommanditbolag|H&F NORDIC SALES Aktiebolag|PREIF Konsult AB
Made for Movement Sweden AB,5565947834,2,54,Rosengren; Anders Fredrik,1,0,Made for Movement Sweden AB
MTB Byggservice Aktiebolag,5566229877,3,55,Evertsson; Egon Michael,15,15,MTB Plattsättning Aktiebolag|Kakelmäster i väst AB|MTB Byggservice Aktiebolag|MTB Kakelservice AB|Skene Slottspark AB|MTB Bygg i Lindome Aktiebolag|Rätt Bett AB|Förorternas Bygg AB|Eposcan Aktiebolag|MTB Stomvägen AB|MTB BYGG HANDELSBOLAG|Martin & Michael Holding AB|Billdalshöjden AB|Kommanditbolaget Främmestad nr 1|MTB Fastighets Kommanditbolag
Sambex Innovation Aktiebolag,5562306893,2,74,Samfelt; Kurt Erik,2,4,Sambex Innovation Aktiebolag|HERBIQUE HANDELSBOLAG
Studio Ekberg AB,5590233218,3,52,Isacson; Johan Alexander,1,1,Studio Ekberg AB
Skarabygdens Kraftmontage AB,5591192355,6,36,Svensson; Kurt Arne Peter,1,1,Skarabygdens Kraftmontage AB
Labkontroll Väst AB,5567862148,3,53,Jorfors; Jan Robert,2,2,Labkontroll Sverige AB|Labkontroll Väst AB
Con-Form Stockholm AB,5567935720,4,55,Christensen; Nils,3,3,Con-Form Sweden AB|Con Form Töcksfors AB|Con-Form Stockholm AB
kodeda konsulter AB,5566866512,4,38,Jenefeldt; Eva Camilla,2,2,kodeda konsulter AB|Ivra AB
Next Step Group Utveckling AB,5568451974,3,44,Torell; Jacob Mattias,74,56,Västsvenska Handelskammaren Service AB|Nya Hovås Fastigheter AB|Next Step Group AB|Next Step Group Utveckling AB|Spektrumhuset i Nya Hovås AB|Primohuset i Nya Hovås AB|The House Nya Hovås AB|Nya Hovås Stadsutveckling AB|Mötesplats Hovås Kontor Aktiebolag|Nya Hovås Parkering AB|Next Step Group Logistik AB|Nya Hovås Butiksfastigheter nr 2 AB|Fastighets AB Tingshuset 13|Nya Hovås Butiksfastigheter nr 1 AB|Härryda Projektutvecklings AB|Nya Hovås Butiksfastigheter nr 3 AB|Härryda Fastighets AB|Gothenburg CoValley AB|Next Step Group Fastigheter AB|Mötesplats Hovås Aktiebolag|Nodi i Nya Hovås AB|Mölnlycke Logistikpark AB|Wendelstrand nr 1 AB|Nya Hovås Butiker AB|Lilla Huset i Nya Hovås AB|Origo Hovås nr 3 AB|Wendelstrand nr 12 AB|Wendelstrand Holding 5 AB|Next Step Group Holding AB|Wendelstrand Fastighets AB|Majira Real Estate 2 AB|Wendelstrand nr 10 AB|Wendelstrand nr 11 AB|GoCo Development AB|Wendelstrand nr 15 AB|Majira Real Estate 5 AB|Majira Real Estate 3 AB|Majira Real Estate 4 AB|Majira Real Estate 9 AB|Majira Real Estate 8 AB|billdals invest AB|Majira Real Estate 10 AB|Wendelstrand nr 2 AB|Wendelstrand Holding 1 AB|Wendelstrand nr 4 AB|Wendelstrand nr 3 AB|Wendelstrand Holding 4 AB|Wendelstrand Holding 3 AB|Wendelstrand Holding 2 AB|Wendelstrand nr 16 AB|Wendelstrand nr 9 AB|Wendelstrand nr 8 AB|Wendelstrand nr 20 AB|Wendelstrand nr 13 AB|Wendelstrand nr 14 AB|Origo Hovås nr 10 AB|Majira Holding 3 AB|Majira Holding 1 AB|Majira Holding 2 AB|Majira Real Estate 1 AB|Majira Real Estate 6 AB|Origo i nya Hovås AB|First Step Fastigheter AB|Majira Real Estate 12 AB|Majira Real Estate 11 AB|Nya Hovås II AB|Wendelstrand nr 17 AB|Wendelstrand nr 18 AB|Wendelstrand nr 7 AB|Wendelstrand nr 6 AB|Wendelstrand nr 5 AB|Majira Real Estate 7 AB|Wendelstrand nr 19 AB|Next ESS Fastighetsutveckling AB
Innovation Brands AB,5568680036,3,43,Nylén; Mats Gösta Wilhelm,4,12,Innovation Brands AB|Magownytoo AB|Casgow AB|Magowny Invest AB
Omvent AB,5591172811,2,64,Dävermo; Curt Stefan,1,3,Omvent AB
Kättilstorps Elektriska Aktiebolag,5561959049,6,54,Gyllensvaan; Nils Erik,5,4,Aktiebolaget Gyllensvaans Möbler|Kättilstorps Elektriska Aktiebolag|Ecospaan AB|Berg Skanderåsen 1:84 AB|Right in time AB
Nivogradnja Bygg AB,5591228894,3,46,Mikelic; René,1,1,Nivogradnja Bygg AB
Snickargruppen i Bohuslän AB,5590889209,3,40,Stjernqvist; Hans Jimmi Cristofer,4,2,UA SB Gruppen AB|Snickargruppen i Bohuslän AB|Plåtslagargruppen i Bohuslän AB|Svenska Byggruppen Inköp & Produktion AB
Måleribolaget Entreprenad i Alingsås AB,5564032307,3,57,Sköld; Björn Jonny,2,5,Måleribolaget Entreprenad i Alingsås AB|Måleriföretagen i Sveriges Serviceaktiebolag.
Logistikkonsult Göteborg AB,5566652532,3,43,Lundskog; Claes Björn,7,7,Logistikkonsult Göteborg AB|Två Feta Grisar AB|Askim Badminton Förvaltnings AB|Hälsokonsulterna Hälsa mera AB|LOGIKON Handelsbolag|M & C Invest Källö-Knippla AB|Källö-Knippla Båtcharter AB
Logistikkonsult Göteborg AB,5566652532,3,43,Lundskog; Jacob Einar,1,1,Logistikkonsult Göteborg AB
Västsvenska Port & El Aktiebolag,5563609030,4,46,Henberg; Pernilla Sofie,2,1,Västsvenska Port & El Aktiebolag|Svenska PortConcept AB
Västsvenska Port & El Aktiebolag,5563609030,4,46,Glada; Linda Therese,2,0,Västsvenska Port & El Aktiebolag|Svenska PortConcept AB
Projektpunkten AB,5567093249,3,57,Tauson; Lars-Erik,3,4,PRP Förvaltning AB|Röse Projekt AB|Projektpunkten AB
Aedes AB,5590074224,2,62,Rosenberg; Christina Margaretha,3,3,Aedes AB|Colligi AB|Betula
TSFS Entreprenad AB,5568623259,5,49,Bengtsson; Tomas Marcus,2,6,TSFS Entreprenad AB|Banderman Construction
Pure Solutions Scandinavia AB,5564870938,2,48,Ringvall; Jens Gunnar,1,5,Pure Solutions Scandinavia AB
P O Ågren Måleri Göteborg Aktiebolag,5561274738,4,45,Omnéus; Patrik Svante Bertil,1,1,P O Ågren Måleri Göteborg Aktiebolag
PQR GÖTEBORG AB,5568395924,3,50,Apell; Bengt Thomas,1,3,PQR GÖTEBORG AB
TBC ENTREPRENAD AB,5590716949,4,38,Andersson; Per Oskar Christer,1,1,TBC ENTREPRENAD AB
JH Byggresurs i Väst AB,5591126684,3,36,Nilsson; Lars Arvid Joakim,7,4,JH Byggresurs i Väst AB|JHB Holding AB|JHB Group AB|STENUNG 4:185 AB|Vind Olskroken 15:2 AB|JHB Fastighet AB|JHB Fastighetsförvaltning AB
Logistics Erlendur Thor Hilmarsson AB,5591093769,4,40,Cedås; Erik Oscar Daniel,2,0,CPR by Cedås AB|Logistics Erlendur Thor Hilmarsson AB
Logistics Erlendur Thor Hilmarsson AB,5591093769,4,40,Hilmarsson; Erlendur Thor,2,13,101 Rvk Holding AB|Logistics Erlendur Thor Hilmarsson AB
Repiper Solutions AB,5569846842,3,58,Nilsson; Lars Göran,4,16,Repiper Solutions AB|Bostadsrättsföreningen Domnarvet 10|Repiper AB|Cloacina Invest AB
Repiper Solutions AB,5569846842,3,58,Brandt; Lars Patrik,18,30,Patrik Brandt Invest AB|ISAB Group AB|ISAB Ventilation Väst AB|ISAB Rörinfodring Syd AB|ISAB Rörinfodring Väst AB|ISAB Ventilation Syd AB|Repiper Solutions AB|Fastighets AB Kretskortet 1|Hofaren Service AB|Repiper AB|ISAB Marine AB|ISAB Solutions AB|Boxer Creation AB|Hofaren Förvaltnings AB|ISAB Rörinfodring Öst AB|ISAB Rörinfodring AB|John Fredrik Sweden AB|Bless Group AB
Planeringsaktiebolaget S.E.S.,5560931411,3,51,Lundström; Mats Christian,12,7,Planeringsaktiebolaget S.E.S.|Magnusson Bygg i Viskafors AB|Ås Härads Service & Förvaltning AB|Bremholts Entreprenad AB|Bremholts Trade AB|MCL Invest AB|Foliemontörerna Väst AB|Ås Härads Holding AB|S. Magnusson Bygg Aktiebolag|Bremholts Holding AB|JC Fastighetsförmedling i Väst AB|Investmentbolaget Bremholt AB
Majornas mur & plattsättning AB,5569052862,3,38,Nader; Yahva,3,2,Totalentreprenören Robban AB|Majorna investering AB|Majornas mur & plattsättning AB
Kortedala Glasmästeri Aktiebolag,5561065003,5,52,Gustafsson; Lars Tommy,1,1,Kortedala Glasmästeri Aktiebolag
Weatherproof Family AB,5590643812,4,38,Edlund; Peter Olof,4,4,Weatherproof Family AB|Wet Whistle Brewery AB|Edlund Redovisning AB|LOOKIA AB
Weatherproof Family AB,5590643812,4,38,Rosenström; Juha Leo Kristian,3,2,Weatherproof Family AB|Wet Whistle Brewery AB|LOOKIA AB
Ritningen Arkitektbyrå i Skövde Aktiebolag,5563742849,2,64,Blixt; Per Ingvar,4,2,Ritningen Arkitektbyrå i Skövde Aktiebolag|Fastighetsbolaget Blixt AB|Ritningen Förvaltning AB|Ritningen AB
Sven-Mikael Entreprenad Aktiebolag,5562166594,4,65,Råd; Sven Mikael,2,3,Smeab AB|Sven-Mikael Entreprenad Aktiebolag
Schaktbolaget i Borås AB,5568906381,3,45,Laxholm; Andreas James,2,2,Schaktbolaget i Borås AB|Schaktbolaget i Borås Förvaltning AB
Svensk Kraftbetong AB,5591624340,3,39,Lagerberg; Hans Nicklas Benno,6,0,Ottestala Schakt Aktiebolag|Svensk Kraftbetong AB|Ottestala Fastigheter AB|Övre Ströms Bygg & Service AB|Svenska Kraftbetong AB|Lagerberg Holding AB
Billström Riemer Andersson Teknik AB,5591331714,6,50,Larsson; Torsten Peter,1,1,Billström Riemer Andersson Teknik AB
Sectec AB,5566977798,2,55,Johansson; Lennart Valter Robert,2,1,Levaro AB|Sectec AB
Fiction Design AB,5569077679,3,45,Holm; Anders Gunnar,1,3,Fiction Design AB
Fiction Design AB,5569077679,3,45,Jämtén; Johan Erik Gustaf,1,2,Fiction Design AB
MODESTY Concept AB,5569051880,3,51,Biörsmark; Catina Marie,2,2,Sybaris Consult AB|MODESTY Concept AB
MODESTY Concept AB,5569051880,3,51,Holmén; Gunvor Cecilia,2,1,MODESTY Concept AB|CH Concept AB
Långeruds Entreprenad AB,5568720378,2,46,Långerud; Lars Johan,1,3,Långeruds Entreprenad AB
Kanozi Inredning & Design AB,5566313366,4,55,Norén; Johan Anders,8,41,Kanozi Arkitekter AB|Kanozi Inredning & Design AB|Kanozi Sverige AB|Izonak AB|Spind AB|Johan&Johan AB|Zikanoda AB|Kanozi Holding AB
Kanozi Inredning & Design AB,5566313366,4,55,Casselbrant; Johan,7,15,Kanozi Arkitekter AB|Kanozi Inredning & Design AB|Kanozi Sverige AB|Tolkfirma Nea AB|Zikanoda AB|Johan&Johan AB|Kanozi Holding AB
Collabra AB,5566050521,2,48,Gränström; Joanna Aleksandra,3,6,Collabra AB|Happiest AB|Curveball AB
Portteknik Väst AB,5591291389,2,52,Sjöberg; Daniel Stefan,2,0,Portteknik Väst AB|Sjöbergs Portteknik AB
Mölnlycke Mur o Puts AB,5591228233,2,43,Gustafsson Henriksson; David Dennis,1,2,Mölnlycke Mur o Puts AB
Torslanda Gräv & Schakt AB,5567749378,2,37,Nord; Kristian,8,6,Västsvenska Förvaltnings AB|Hål i Betong i Världen AB|VFK Rent-it AB|Torslanda Gräv & Schakt AB|Västsvenska Miljökonsult AB|Hål i Betong i Väst Anläggning AB|Västsvenska VFK Fastighetsutveckling AB|Personlig Växtkraft AB
PEGEA rör AB,5569300675,4,53,Larsson; Bengt Peter,1,2,PEGEA rör AB
Tini Gruppen AB,5568725716,3,48,Trdevaj; Sami,7,8,Skandinaviska Puts & Murteknik AB|Göteborgs Fasadputs Aktiebolag|Tini Gruppen AB|Trecent AB|EBT Halmstad AB|7H.B.VVS AB|EBT Riv & Sanering AB
S.B.M. Stenungsunds Blästring o Måleri            Aktiebolag,5563175040,3,50,Törnfeldt; Per Stefan,1,0,S.B.M. Stenungsunds Blästring o Måleri            Aktiebolag
Twintec Nordics AB,5566756812,4,45,Lazzari; Bruno Giovanni,1,1,Twintec Nordics AB
Mark & Miljö Väst AB,5566391842,2,49,Berg; Leo,17,3,Kungsbacka Lastbilcentral AB|VIAVEST AB|LETF AB|Viavest Maskin AB|Mark & Miljö Väst AB|Lerjedalen Markberedning AB|Kungsbacka Lastbilcentral Fastighets              Aktiebolag|Transportcentrum i Kungsbacka AB|LET RENT I GÖTEBORG AB|Dvärreds Mark och Trädgårdsprodukter|LET Fastigheter i Väst AB|Viavest Miljö AB|JLE Fastigheter i Sverige AB|Kungsbacka Lastbilscentral Ekonomisk förening|LETF Miljö AB|L BERG BOLAGEN AB|Kungsbacka Mölndal Holding AB
Crabat Projektering AB,5569352825,3,47,Bergström; Christer Eddy,4,3,Crabat AB|Crabat Bygg & Projektledning AB|Crabat Projektering AB|Pened ÖGM AB
Yngves Elektronik AB,5566249248,4,43,Olofsson; Pär Johan,2,0,Yngves Elektronik AB|PARJO AB
Cernera Projekt AB,5590755038,3,53,Angwald; Lars Eric,42,30,Cernera Fastigheter AB|Cernera Katrinedal 11 AB|Cernera Projekt AB|Cernera Landala 2 AB|Cernera Maskrosen AB|Cernera Förvaltning AB|Cernera K7 AB|Cernera Näckrosen 4 AB|Cernera Forsen AB|Cernera Guldbaggen AB|Cernera Merkurius 1 AB|Cernera Perseus 3 AB|Cernera Östermalm AB|Cernera Heimdal AB|Cernera Eldflugan 1 AB|Cernera K 1:158 AB|Cernera Kilsund 9 AB|Cernera Svanen 6 AB|CEB Gaffelkremlan AB|Cernera Bostadsförsäljning AB|Cernera Guldbaggen 28 AB|Interman Holding Aktiebolag|CEB Mjälle 1:49 AB|Cernera Resedan AB|Cernera Källbäcksryd 1:59 AB|CEB Holding III AB|CEB Holding IV AB|CEB Lunden 2 AB|CEB Port 17 AB|CEB Stallbacken CL AB|CEB Minan 6 AB|CEB Holding V AB|CEB Byttorpstå AB|Cernera Bostads AB|CEB Nykvarn AB|CEB Holding VI AB|CEB Lunden C AB|CEB Lunden 1 AB|CEB Holding I AB|Cernera Komplementär AB|Cernera Holding 1 AB|Brutus i Borås AB
