company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
BJ Entreprenad AB,5592018005,4,52,Elingspers; Tobias Michael André,2,0,B.J Svets & Anläggning AB|BJ Entreprenad AB
Mats Eriksson Byggplåt i Trosa AB,5569676231,3,58,Eriksson; Mats Christer,2,0,Mats Eriksson i Stigtomta AB|Mats Eriksson Byggplåt i Trosa AB
Tuna Golv AB,5568304900,3,43,Packalen; Stefan Eskil,2,3,Stefan Packaléns AB|Tuna Golv AB
Mätteknik Mälardalen MäTeC AB,5568769680,4,50,Olovsson; Pär Anders,3,4,Mätteknik Mälardalen MäTeC AB|Mätteknik Mälardalen Mätec Förvaltning AB|Mätteknik Mälardalen Mätec Maskin AB
MALUS Landskaps och markutrustningar AB,5564515590,3,41,Lagerström; Lennie Johan Roger,2,4,Lagerström Stålprodukter AB|MALUS Landskaps och markutrustningar AB
PMP Glas & Montage Aktiebolag,5569352528,3,53,Rosenlöv; Lars Olof Peter,1,1,PMP Glas & Montage Aktiebolag
Creative Networks Consulting X AB,5591468318,4,45,Olsson; Rickard Björn Conny,5,2,Creative Networks Constructions X AB|Creative Networks Consulting X AB|Creative Networks X AB|Creative Networks Solutions X AB|Global Trust AB
Söderströms Plåtslageri Aktiebolag,5564640893,4,49,Forsberg; Nils Jörgen,1,2,Söderströms Plåtslageri Aktiebolag
Lebam Brunnsborrning AB,5560752650,2,69,Dunkhols; Kjell Arne Roland,1,1,Lebam Brunnsborrning AB
CARPRI AB,5567229280,2,56,Linder; Carl Thomas,6,3,CARPRI AB|Byggrespons i Mälardalen AB|Enebykonsult AB|Mälarpool AB|Fastighetsrespons AB|ELB Holding Strängnäs AB
Hökärr Trä & Bygg AB,5567858864,3,41,Ericsson; Elin Elisabeth,2,0,Fredagskollegiet ekonomisk förening|Hökärr Trä & Bygg AB
EH Autoglas AB,5590034681,3,39,Hellmark; Anders Elias,4,4,EH Autoglas AB|EHÅ Fastigheter AB|Hellmark.E AB|Provtagning Stockholm AB
Kihlgren - Sjödin Förvaltnings Aktiebolag,5562854538,2,51,Sjödin; Nils Åke Gunnar,13,15,Fastighetsägarna MittNord AB|Kihlgren - Sjödin Förvaltnings Aktiebolag|Hörnan 10 i Vingåker AB|Sävstaholms Orangeri i Vingåker AB|Sällskapet S F:s Byggnadsförening u p a|Grävsjö|Lindus Invest AB|LinSjo AB|Fort Förvaltning AB|Sunbritt Förvaltning AB|Sjödin & Ljungkvist AB|Sophia Sjödins Förvaltning AB|Erik Sjödin Förvaltning AB
Svensk Asfaltservice AB,5567055628,3,64,Jansson; Bo Stefan,5,3,Svensk Asfaltservice AB|A Produkter AB|Jansson & Sandén Fastigheter AB|Merin Holding AB|Bosse i Segersta AB
Dreamyard AB,5591319636,2,43,Gustafsson; Tobias Erik Thushara,5,6,Dreamyard AB|TT Media Art Handelsbolag|Fortuna E:a AB|Eskilstuna/Stockholm krögar ensemble AB|Unique group sweden AB
Dreamyard AB,5591319636,2,43,Söderqvist; Eva Caroline,5,3,Dreamyard AB|TT Media Art Handelsbolag|Fortuna E:a AB|Eskilstuna/Stockholm krögar ensemble AB|Unique group sweden AB
MS Quality AB,5567988026,2,65,Sjövik; Magnus Mattias,1,1,MS Quality AB
Markera Projektledning Nyköping AB,5591451652,4,49,Price; Lars Joachim,1,2,Markera Projektledning Nyköping AB
Renovera Din Bostad i Nyköping AB,5569833923,2,37,Alderud; Anna Karin Margareta,1,3,Renovera Din Bostad i Nyköping AB
Totalkonsult Installationsprojektören Norden AB,5567806947,5,54,Arfvidsson; Kjell Göran,2,4,Totalkonsult Installationsprojektören Norden AB|TKIP Holding AB
VA-Konsulterna i Svealand AB,5568906191,3,50,Schölander; Karl Otto Fredrik,4,8,VA-Konsulterna i Svealand AB|Schölander VA-Konsult AB|Tullinge VA-konsult AB|LPG Holding AB
Nobolog AB,5591314827,3,50,Bramfalk; Per Anders,3,3,Bostadsrättsföreningen Buffeln 6|Nobolog AB|Brimacon AB
Lilmar T&F konstruktion och fastighetsservice AB,5591276927,2,57,Youssef; Talaat Iskandar Yacoub,3,3,AB Pettersson Bygg och installation|Lilmar T&F konstruktion och fastighetsservice AB|Sveabygg & VVS Kommanditbolag
Berg och Väg i Strängnäs AB,5564707148,2,54,Magnusson; Hans Åke,1,7,Berg och Väg i Strängnäs AB
Kvist Elektriska i Oxelösund AB,5565721064,3,63,Kvist; Hans Gösta,4,3,Hushållsgruppen Nyköping AB|Kvist Elektriska i Oxelösund AB|Blå Köket i Oxelösund AB|Gösta Kvist Fastighetsaktiebolag
CollinSimic Infraprojekt AB,5569118069,3,53,Collin; David Rikard Alexander,1,1,CollinSimic Infraprojekt AB
Per Aronsson Project AB,5567850390,2,47,Aronsson; Per Erik,4,1,Per Aronsson Project AB|Fia Aronsson Förvaltning AB|Per Aronsson Capital AB|Per Aronsson AB
Vingåkers Sten & Markservice AB,5563980597,2,56,Pettersson; Mattias Bo Ragnar,3,1,Ären Fastigheter AB|Astrimant AB|Vingåkers Sten & Markservice AB
Trosa Fibernät AB,5567931711,6,55,Biserud; Bo Tommy,2,3,Bostadsrättsföreningen BoKlok Trolldruvan|Trosa Fibernät AB
Wärns Bygg Consulting i Mälardalen AB,5590719281,4,40,Bandeus; Per Fredrik,1,3,Wärns Bygg Consulting i Mälardalen AB
Wärns Bygg Consulting i Mälardalen AB,5590719281,4,40,Mottinen; Olavi Kristoffer,1,1,Wärns Bygg Consulting i Mälardalen AB
Heatech AB,5567821730,2,41,Franzén; Bo Mikael,1,5,Heatech AB
Stallarholmens Mekaniska AB,5569041899,2,41,Porsbjer; Nicky,2,1,Porsbjer Svets & Bygg|Stallarholmens Mekaniska AB
Lykil i Strängnäs AB,5590333307,3,53,Löfberg; Knut Runo Magnus,3,1,Lykil Eskilstuna AB|Lykil Automation AB|Lykil i Strängnäs AB
Energi & Brunnsborrning i Mälardalen AB,5566405493,2,66,Toikkanen; Stefan Sakari,3,2,Energi & Brunnsborrning i Mälardalen AB|TISM AB|T.S.T. Fastigheter Aktiebolag
F. Karlsson Bygg & Mark AB,5590805544,2,32,Karlsson; Anders Fredrik,1,4,F. Karlsson Bygg & Mark AB
Axelina AB,5565326518,3,46,Lindkvist; Hans Kjell Eric,1,0,Axelina AB
Leo Alatalo Måleri AB,5567939730,2,54,Alatalo; Leo Matias,2,3,Engberget - Vad - Mossens vägskötsel-             administration ekonomisk förening|Leo Alatalo Måleri AB
TryggDirekt Sverige Aktiebolag,5566264304,3,53,Tysklind; Lars Erik,1,3,TryggDirekt Sverige Aktiebolag
Eskilstuna Trä & Betong AB,5567268668,2,43,Nanberg; Johan Stefan,2,1,El för alla i Eskilstuna AB|Eskilstuna Trä & Betong AB
JOJ Consult i Mälardalen Aktiebolag,5567711188,4,45,Jansson; Jan Ove,1,2,JOJ Consult i Mälardalen Aktiebolag
Saltes Betong och Transport AB,5568853385,2,57,Salte; Torgeir Mareno,1,2,Saltes Betong och Transport AB
M. Granfors entreprenad AB,5566854625,2,61,Granfors; Maria Elisabeth,1,2,M. Granfors entreprenad AB
TA Mur och Puts AB,5567132583,2,57,Andersson; Thomas Bertil,3,4,TA Mur och Puts AB|TA Fastigheter i Eskilstuna AB|TA Förvaltning i Eskilstuna AB
Nicopia Bygg AB,5590676523,2,33,Dicardo; Tishco,3,3,Nicopia Bygg AB|Svärdsklova SkärgårdsFastighet AB|ND Enterprise AB
Energy effective solutions Mälardalen AB,5591768634,2,23,Norström; Ida Maria Ellinor,1,1,Energy effective solutions Mälardalen AB
Kjellsson Bygg i Nyköping AB,5591420152,2,58,Kjellberg; Per Ingemar,1,1,Kjellsson Bygg i Nyköping AB
Decorant Golvteknik & Måleri AB,5568632748,2,30,Ekstrand; Karl Magnus,2,2,Magnus Ekstrand Fastigheter AB|Decorant Golvteknik & Måleri AB
Swelöv AB,5568073331,3,53,Svedberg; Per Olof,8,6,Swelöv Ställning och Montage AB|Swelöv Ställningsmontage AB|Alvdapa Aktiebolag|Swelöv AB|Swelöv Holding AB|Pom fastigheter handelsbolag|Swelövia Stockholm AB|Jannes Ställnings Service AB
Gesta Rosendals Takplåtslageri AB,5567666366,2,50,Larsson; Richard Börje,2,3,Nyqvist&Wikman AB|Gesta Rosendals Takplåtslageri AB
Robin Lundquist Bygg & Design AB,5568001381,1,33,Lundquist; Bengt Robin,5,6,Robin Lundquist Bygg & Design AB|Nya hus Mälardalen AB|Flugsnapparen Fastigheter AB|Fageråsen Fastigheter i Eskilstuna AB|Sörgården Fastigheter AB
Barvista Bygg AB,5590238399,2,58,Baronas; Vidas,1,0,Barvista Bygg AB
John Hurtigs Bygg & Fastighetsservice AB,5590046644,2,57,Hurtig; John Einar,3,1,JP Bygg & Fastighetsservice AB|John Hurtigs Bygg & Fastighetsservice AB|Hurtigs Bygg & Fastighetsservice
Dennis Htsm AB,5568913643,2,47,Johansson; Dennis Mikael Valentin,1,2,Dennis Htsm AB
KRS Contracting Aktiebolag,5565739389,2,61,Kunelius; Mika Juhani,1,4,KRS Contracting Aktiebolag
Trosa Glasmästeri & Fastighetsbyggen AB,5566678834,2,43,Wiberg; Jan-Erik,2,0,Trosa Glasmästeri & Fastighetsbyggen AB|Aluminions AB
Victor & Emil i Nyköping AB,5591255905,2,31,Kjellberg; Victor Erik,3,2,V Kjellberg Holding AB|KE Rörinstallation i Nyköping AB|Victor & Emil i Nyköping AB
LC:s Markaktiebolag i Malmköping,5563166528,2,61,Klasson; Bo Lars Ingvar,4,2,Triab i Malmköping Aktiebolag|LC:s Markaktiebolag i Malmköping|Spräng & Markservice i Malmköping AB|Triab Holding AB
Sandhag Nordic AB,5568354558,3,58,Hagman; Bo Conny Reidar,7,11,Layandgo AB|Sandhag Nordic AB|Hagman & Sandberg Förvaltning AB|RH Holding i Eskilstuna AB|Löddret 1 AB|CORE World AB|Hagmangruppen AB
Andersson & Åbrink Entreprenad AB,5568292188,4,56,Andersson; Agne Henry,1,3,Andersson & Åbrink Entreprenad AB
SA Gustavssons Rör & El AB,5565853933,2,45,Gustavsson; Sven Nils Simon,1,0,SA Gustavssons Rör & El AB
Kvalitetsmålarna Sörmland AB,5591227565,2,54,Bernhardsson; Lina Veronika,1,6,Kvalitetsmålarna Sörmland AB
Joakim Malmqvist Landskapsarkitekt AB,5591443782,2,45,Malmqvist; Joakim,5,5,Joakim Malmqvist Landskapsarkitekt AB|Stora Gula Huset vid ån AB|AQ Akademien i Eskilstuna AB|AQ3 Arkitektur AB|AQ Furillen AB
Olssons borr & såg i Stockholm AB,5568993199,2,61,Olsson; Thomas Åke,1,3,Olssons borr & såg i Stockholm AB
A.F. Injustering & service AB,5568619810,2,56,Persson; Per Olof,1,2,A.F. Injustering & service AB
Gillerbergs Entreprenad AB,5590405550,3,36,Gillerberg; Christer,2,2,Gillerbergs Entreprenad AB|Gillerbergs Entreprenad
Kompetenspoolen i Katrineholm AB,5590896386,2,61,Lund; Hans Anders,1,1,Kompetenspoolen i Katrineholm AB
Silverschakt AB,5590749809,2,48,Arentzon; Markus Carl Henrik,2,0,Markus Arentzon Bilvårdsteknik|Silverschakt AB
Henkan Design Aktiebolag,5564360633,2,50,Bramsved; Per Henrik,1,1,Henkan Design Aktiebolag
Formelent AB,5590200399,2,33,Åström; Johan Rolf Micael,1,1,Formelent AB
SweBridge AB,5591271894,4,38,Chamoun; George,2,0,SweBridge AB|SweBridge
SweBridge AB,5591271894,4,38,Yacoub Cabro; Mervat,1,0,SweBridge AB
Bossman Eltech AB,5590791835,2,47,Owuor; Francklyne Fanuel,1,1,Bossman Eltech AB
