company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Johnsons i Östersund El AB,5566285374,3,47,Zetterström; Nils Martin,25,33,TCECUR Sweden AB (publ)|Arbona AB (publ)|Johnsons i Östersund El AB|Johnsons i Åre El Aktiebolag|MindBanque AB|Fastighetsaktiebolaget KRot 3|S2Medical AB (publ)|Oasca i Danderyd ekonomisk förening|Tisjön Fastigheter AB|Fastighetsbolaget Solbringen 2 i Åre AB|Merbona Invest AB|EIT European InfoTech AB|AMZ Development AB|Arbona Fastigheter AB|Servia AB|Odin EttNio AB|Arbona Growth AB|Eroc Technology AB|Merbona Dotter 2 AB|Fjällvidda AB|Siana AB|Josec AB|BG29 Holding AB|Bostadsrättsföreningen Björnidet i Lofsdalen|Arbona Nordic AB
Jokkmokks Plåt & Ventilation AB,5564459997,2,58,Lindqvist; Nils Peter,1,1,Jokkmokks Plåt & Ventilation AB
Jomanida Tele & Data Aktiebolag,5562511971,3,64,Dahlborg; Carl Gunnar,4,1,Jomanida Tele & Data Aktiebolag|Hundrafemtontrettio AB|LilyandRambo AB|Hundratjugoåttatrettiotvå AB
Jonas Strid ProControl AB,5590129374,3,40,Strid; Per Erik Jonas,4,12,Jonas Strid ProControl AB|Vibrations of matter AB|Installit AB|Bostadsrättsföreningen Lönnen 3 i Solna
Jonbytesteknik Service Stockholm AB,5568356165,2,84,Annell; Olof Henrik,1,1,Jonbytesteknik Service Stockholm AB
Joncon Måleri AB,5569139164,3,46,Carlsson; Peter Torbjörn,2,1,CAMA i Växjö AB|Joncon Måleri AB
Jonicom i Kungsbacka AB,5567209183,2,49,Källmark; Joakim,6,4,Jonicom i Kungsbacka AB|Byggnadsautomation Gävleborg AB|Jonicom i Skövde AB|Jonicom AB|Ideella föreningen Team JTP Racing med firma Team JTP Racing|Källmark Holding AB
Jonsons Byggnads Aktiebolag,5561484253,3,41,Babil; Fadi,8,5,Jonsons Byggnads Aktiebolag|Jonsons Fastigheter i Jönköping AB|Jonsons Fastigheter Backen AB|Bankeryd 245 AB|Attarp 273 AB|Backen 239 AB|Bostadsrättsföreningen Sandgatan 4|Babil Management AB
Jonsson Isolering och Tak J.I.T. Aktiebolag,5565298709,3,50,Forsberg; Hans-Ulrik,6,6,Mittnorden Holding AB|Björcks Entreprenad-Konsult Aktiebolag|Jonsson Isolering och Tak J.I.T. Aktiebolag|Timrå Logistik Fastigheter AB|Timrå Logistik Centrum AB|Mid Exit AB
JORIMA Brandskydd AB,5569745036,nan,nan,Ameln; Morten Christian,2,28,Firesafe Protection i Sverige AB|Firesafe Sverige AB
Josephsons Kakelugnsmakeri AB,5569557753,2,45,Josephson; John Lennart,2,1,Josephsons Kakelugnsmakeri AB|Josephsons Kakelugnsmakeri
JoSwe El Aktiebolag,5565045548,3,49,Johansson; Tony Peter,4,2,JoSwe El Aktiebolag|Videung fastighets AB|Swedish Engineering Consulting AB|Yhr Holding i Visby AB
JoWa El & Bygg AB,5567741250,2,47,Wanrop; Joachim Rainer,4,2,JoWa El & Bygg AB|Velitas Förvaltning AB|Wanrop Holding AB
Jowa Färghus AB,5569205569,2,50,Hällgren; Kaj Peter,2,3,Jowa Färghus AB|Piteå Färg och Golvhandel AB
JP Eriksson's Entreprenad AB,5568900756,2,50,Eriksson; Torbjörn Peter,1,1,JP Eriksson's Entreprenad AB
JP Eriksson's Entreprenad AB,5568900756,2,50,Lundstedt; Leif Joakim,1,0,JP Eriksson's Entreprenad AB
JP Relining AB,5567255319,3,56,Lund; Kerstin Marianne,6,16,JP Relining AB|JP Spolservice AB|Bostadsrättsföreningen Lindholmskajen|Lugo Konsult & Fastighet AB|Maik Konsult AB|GE Lund Förvaltning AB
JP Walther Eftr. AB,5564559473,nan,nan,Pohlén; Susann Inga-Lill,1,12,Nordviggen Trading AB
JP's El & Bygg AB,5564763653,2,48,Pettersson; Jens Michael,2,3,Jens Pettersson AB|JP's El & Bygg AB
JPC Montage AB,5568267982,2,33,Pettersson; Lars Börje Jimmy,2,0,Städtjänster i Sörmland AB|JPC Montage AB
JPK Byggställningar AB,5567632822,5,56,Karström; Johan Patrik,4,3,JPK Byggställningar AB|Super 9 AB|JPK Vist AB|Super9 Stockholm AB
JPL Kraft&Elinstallationer AB,5590965223,2,40,Johansson; John Linus,2,0,Bostadsrättsföreningen Gladan|JPL Kraft&Elinstallationer AB
JPL Mark och Anläggning AB,5566067558,4,49,Andersson; Eva Marie,6,4,JPL Miljölogistik AB|JPL Mark och Anläggning AB|JPL Förvaltning i Norrland AB|JENEVA Förvaltning AB|Eva med bror Holding AB|JPL Holding i Ånge AB
JS i ALINGSÅS AB,5569138166,3,33,Stålnacke; Jan Tommy,3,6,JS Bygg & Inredning AB|JS i ALINGSÅS AB|JS Entreprenad Alingsås Handelsbolag
JS Plåtslageri AB,5567633564,4,48,Rydberg; Jan Thomas Lars,5,3,JS Plåtslageri AB|Växjö Bygg & Entreprenad AB|Nunc Sverige AB|Rydbergs Plåtslageri AB|Svensson & Rydbergs Invest AB
JSS Consult i Stockholm AB,5568412695,2,57,Hedström; Berit Gunilla,2,2,JSS Consult i Stockholm AB|G. Söderlund Konsultfirma
JST Jonsén Schakt & Entreprenad AB,5590040365,2,62,Jonsén; Lars Karl Olov,3,6,Rättvik Invest AB|JST Jonsén Schakt & Entreprenad AB|CSG Holding AB
JT Isolering Aktiebolag,5568104979,4,50,Wikstrand; Mats Christer,5,4,KWA Isolerteknik AB|JT Isolering Aktiebolag|Kupriten Fastigheter AB|Kupriten Fastigheter Holding AB|VAKAB Invest Holding AB
JT Måleri Invest AB,5562982503,4,47,Hallgren; Lars Jörgen,6,1,JT Måleri AB|JT Måleri Invest AB|SLA Hydraulik AB|Sten Lindgren Alfta Hydraulik Aktiebolag|Granbergshus AB|Hydraulbolaget i Alfta AB
Jubels Golv AB,5560129628,4,50,Vilhelmsson; Karl-Johan André,2,2,Torebacka AB|Jubels Golv AB
June Gräv AB,5568702954,nan,nan,Löfgren; Lars Mikael,2,3,Spårbyggarna i Södra Sverige AB|June Holding AB
Jungfrusunds Mark och Sjö entreprenader AB,5562900885,2,43,Björklund; Jan Richard,16,42,Aktiebolaget Salktennis|Jungfrusunds Mark och Sjö entreprenader AB|Jungfrusunds Skärgårdsstad AB|Jungfrusund Redovisning & Rådgivning AB|Destination Ekerö AB|Ekerö Padel AB|Ladza Fastigheter AB|Busviken Förvaltning AB|Fastighets AB Beståndet|Busviken Holding AB|Ekerö Intressenter AB|Ekerö Arena Utveckling AB|Närlunda Terassen AB|Ladza Fastigheter Invest AB|Capistrano Holding AB|Ladza Fastigheter Björk AB
Juringe Lokalvård AB,5569321374,2,45,Tadic; Ivica,1,0,Juringe Lokalvård AB
Jurk Stålmontage AB,5590471792,3,41,Enström; Martin,2,10,Jurk Stålmontage AB|ME Projektkonsult
JurSa Bygg & Entreprenad AB,5569411373,2,47,Jurgaitis; Gintautas,4,0,JurSa Bygg & Entreprenad AB|Admix AB|Fastighetsbolaget Skämbylöt 1:9 AB|JurSa Holding AB
JV Mark & Entreprenad AB,5569053241,2,52,Vikström; Johan Gustav,4,1,Maskinring Z Ek. för.|JWS Infra AB|Sveriges Maskinringar; Ek. för.|JV Mark & Entreprenad AB
JW Kakelsättning i Jönköping AB,5567925739,2,47,Wiberg; Joacim Karl Erik,1,0,JW Kakelsättning i Jönköping AB
Jäders Värme & Sanitet Aktiebolag,5561221028,2,54,Jäder; Ulf Robert,2,6,Jäders Värme & Sanitet Aktiebolag|Muddler Invest AB
Jähnkes Mark Teknik AB,5566417829,2,52,Jähnke; Fred Johan Magnus,2,4,JÄHNKE'S AUTO SERVICE|Jähnkes Mark Teknik AB
Jämshögs Måleri Aktiebolag,5561318188,3,52,Mattisson; Jan Conny Magnus,2,2,Måleribolaget i Karlshamn AB|Jämshögs Måleri Aktiebolag
Jämtlands Mobilkranar AB,5569285900,2,52,Gerling; Nils Stefan,3,6,Ånge Mobilkranar Aktiebolag|Jämtlands Mobilkranar AB|Ånge Mobilkran Utbildning Aktiebolag
Jämtlands UV AB,5568239627,3,55,Garmager; Mats Gunnar,5,5,Jämtlands UV AB|Managementkonsulterna Jämtland AB|JÄMTLANDS U-V ENTREPRENAD|Garmager Byström Handelsbolag|Jämtlands UV Holding AB
Järntorget Byggintressenter Aktiebolag (publ),5565012522,4,68,Arpe; Bo Fredrik Willner,33,389,Järntorget Bostad AB|Järntorget Byggintressenter Aktiebolag (publ)|Järntorget Bygg AB|Bomodul i Bodafors AB|AB Abacus Bostad|Maximus Aktiebolag|Sollentuna Tappen 12 Fastighets AB|Kattegatt Fastighets Aktiebolag|Järntorget Förrådet 19 AB|Samur Fastighet 1 AB|Samur Fastighet 2 AB|Alpsippan Fastighet AB|Foj Villa AB|Näsby 4:1159 AB|Handen Exploatering AB|Järntorget Invest AB|FoJ AB|Byggnads AB Abacus|Fredrik Arpe Konsult AB|Huvudsippan Fastighet T2 AB|Huvudsippan Fastighet T4 AB|Undersippan Persikan AB|K-torp 474 AB|Medina Rose AB|Huvudsippan Fastighet T1 AB|JärnBesq Projektutveckling AB|Järntorget Studentfastigheter Aktiebolag|Huvudsippan Fastighet T3 AB|JärnBesq Holding AB|Undersippan Fastighet T4 AB|Undersippan Fastighet T3 AB|Huvudsippan Fastighet 6 AB|Huvudsippan Fastighet AB
Järvastaden AB,5566116884,8,46,Sellgren; Stefan Rasmus,1,28,Järvastaden AB
Jönköpings Plåtslageri & Smide AB,5567213573,2,45,Svahn; Joakim Erik,3,1,Hudsalongen i Vätterbygden AB|Jönköpings Plåtslageri AB|Jönköpings Plåtslageri & Smide AB
Jörgen Petterson Bygg AB,5566260047,2,54,Pettersson; Sven Jörgen,3,1,Lydins Fastigheter AB|BITOJO Holding AB|Jörgen Petterson Bygg AB
Jörgen Wahlqvist Måleri i Karlskrona AB,5567580484,3,61,Wahlqvist; Erik Jörgen,7,6,Jörgen Wahlqvist Måleri i Karlskrona AB|Hotel Conrad Wenström Aktiebolag|Steen & Wahlqvist AB|Trossö Hotel Aktiebolag|Sydöstra Fastighetsbolaget AB|Wahlqvist Fastigheter AB|Aeternitas AB
Jörgen & Kjells Måleriservice i Kungsör Aktiebolag,5564375847,3,47,Karlsson; Kjell Jörgen,1,2,Jörgen & Kjells Måleriservice i Kungsör Aktiebolag
J3 Bygg AB,5567201339,2,46,Engström; Johan Magnus,2,4,AKrit Hus AB|J3 Bygg AB
K Bagger Transport Sverige AB,5567909808,2,33,Bagger; Kelvin Erik Mårten,1,2,K Bagger Transport Sverige AB
K M Pavo Måleri AB,5568860372,2,52,Persson; Lars Stefan,3,2,STEFPER Invest AB|STEFPER Holding AB|K M Pavo Måleri AB
K W Construction AB,5569484248,2,50,Katirci; Göksal,1,0,K W Construction AB
K W Construction AB,5569484248,2,50,Wickström; Hans Patrik,3,0,JKW Teknik AB|K W Construction AB|PW Wickström AB
K & D Byggservice AB,5568783574,2,44,Szewczyk; Artur Jerzy,2,4,K & D Byggservice AB|K&D Köksexperten
K & K Väst El AB,5565788550,3,51,Pettersson; Christer Lars-Erik,3,3,Ströms Elinstallationer Aktiebolag|Conecto AB|K & K Väst El AB
K. Påhlsson Elmontage AB,5565098406,3,36,Pålsson; Leif Anders Dennis,1,5,K. Påhlsson Elmontage AB
K. Påhlsson Elmontage AB,5565098406,3,36,Engblom; Tommy Conny Leif,1,2,K. Påhlsson Elmontage AB
K.S. Connect AB,5565235438,2,46,Waern; Erik Alexander,4,0,K.S. Connect AB|Dedikera Verksamhetsutveckling AB|KS Connect Holding AB|KS Connect Fastigheter AB
K.V.S. Montage AB,5562174424,3,61,Westerström; Björn Lars Åke,6,17,H-Gruppen Totalinstallatör AB|Hansson & Hansson Rör Aktiebolag|K.V.S. Montage AB|Stora Löpgöl Jakt och Viltvård AB|W Konsult & Fastighetsservice AB|B.G Hansson Energisystem AB
KABELTEKNIK ULF SMEBY Aktiebolag,5563790418,5,45,Hast; Carl Johan,5,2,KABELTEKNIK ULF SMEBY Aktiebolag|Smeby Fastigheter AB|Uffes Firma i Stockholm AB|KUS Maskin AB|Smeby Förvaltning AB
Kaefer SA; Poland; Filial Sverige,5164040882,nan,nan,Warchala; Slawomir,1,0,Kaefer SA; Poland; Filial Sverige
Kakelfixarna i Lilla Edet Aktiebolag,5564082823,2,55,Åberg; Lars Peter,1,1,Kakelfixarna i Lilla Edet Aktiebolag
Kakelhuset Entreprenad i Umeå AB,5590528294,2,49,Säfström; Karl-Gunnar Sigmund,2,4,Kakelhuset Entreprenad i Umeå AB|KG Säfström Fastigheter AB
Kakelhuset i Kungsbacka AB,5567001374,3,39,Boysen; Bengt Niklas,3,3,Boysen Fastighets AB|Boysen Holding AB|Kakelhuset i Kungsbacka AB
Kakelidéa AB,5567737621,2,41,Papadopoulos; Anesti,5,12,Kakelidéa AB|Kakelidéa Trelleborg AB|Karag Scandinavia AB|Mr Gyros AB|Naos AB
Kakelshopen i Åkersberga AB,5567918106,2,52,Ågren; Lars Joakim,2,12,Redshop AB|Kakelshopen i Åkersberga AB
Kalejdohill Ekonomisk förening,7696309074,6,48,Fored; Catherina Eleonora,7,11,HSB Bostad AB|HSB Norra Stor-Stockholm ek.för.|HSB Riksförbund ekonomisk förening|HSB Fastigheter Margaretavägen AB|HSB-FASTIGHETER I NORRA STOR-STOCKHOLM            HANDELSBOLAG|Kalejdohill Ekonomisk förening|Bostadsrättsföreningen Duvholmen Lidingö
Kalix Måleri o Golv AB,5566955356,3,53,Larsson; Per Mikael,1,3,Kalix Måleri o Golv AB
Kalix Måleri o Golv AB,5566955356,3,53,Tano; Klas Stefan,1,2,Kalix Måleri o Golv AB
Kalix Rörinstallationer AB,5565982070,4,56,Björkman; John Erling Jan-Ove,1,0,Kalix Rörinstallationer AB
Kalix Rörinstallationer AB,5565982070,4,56,Björkman; Nils Thomas,2,0,Nyborgsvallen AB|Kalix Rörinstallationer AB
Kamin & Kakel i Katrineholm AB,5564501079,3,54,Hultberg; Jan Uno,5,5,Kamin & Kakel i Katrineholm AB|Hultbergs i Katrineholm AB|Kamin & Kakel Fastighetsförvaltning AB|Firma Björkviks Mur o Puts|Hultbergs Fastigheter i Katrineholm AB
Kamincenter i Eskilstuna Aktiebolag,5563906394,4,47,Järvinen; Maria Eva,2,0,Kamincenter i Eskilstuna Aktiebolag|Elda Kamincenter Holding AB
KANAB Fastigheter Aktiebolag,5560236514,3,57,Nilsson; Karl Erik,4,6,KANAB Fastigheter Aktiebolag|AB Kanab i Mölndal|AB Kanab K|KANAB Fastigheter Holding AB
Kanickebo Mark Entreprenad AB,5568926405,2,34,Stridsberg; Staffan Robin,3,4,Robin Stridsberg Invest AB|Svensk Byggåtervinning AB|Kanickebo Mark Entreprenad AB
Kannebäcks Entreprenad AB,5566813779,2,38,Andersson; Daniel Stefan,1,5,Kannebäcks Entreprenad AB
Kano Bygg & Akustik AB,5569705675,2,60,Hansson; Håkan Jan Olof,3,0,Kalmar Akustik & Undertak AB|Kano Bygg & Akustik AB|Kano Bygg & Akustik
Kanonaden Entreprenad Mälardalen AB,5591115117,3,55,Ek; Hans Peter,1,4,Kanonaden Entreprenad Mälardalen AB
Karaten Bygg Entreprenad Väst AB,5590262118,5,46,Kleveros; Jimmy,3,1,Karaten Bygg Entreprenad Väst Fastighets AB|Karaten Bygg Entreprenad Väst Holding AB|Karaten Bygg Entreprenad Väst AB
Karla Låsservice Aktiebolag,5561486357,4,47,Alm; Camilla Kristina,3,3,Karla Låsservice Aktiebolag|Karlaplans Lås|Camillas Bokföringsbyrå
Karlavagnstornet Holding AB,5569338964,3,48,Lindström; Björn Patrik,227,225,Serneke Sverige AB|Karlastaden Utveckling AB|Nybergs Svets Aktiebolag|Serneke Migmatit Fastighet AB|SerSund AB|Serneke Allanit AB|Serneke Fastighet Försäljning 1 AB|Serneke Fastighetsstyrning AB|Karlavagnstornet Holding AB|Åseby Holding AB|Örja Fastighetsutveckling AB|SPV Projekttjänster AB|CONSINUM AB|Projektutveckling SerFem AB|SERNEKE Industrifastigheter AB|Nyberg Gruppens Fastighets Aktiebolag|KS Projektfastighet 1:11 AB|Gullön 8 Ekonomisk förening|Alingsås Plåt-Mekano Aktiebolag|Fastighetsbolaget Eskilstuna Vittnet 4 AB|Västra Sjöstaden Trelleborg Fastighet 2 AB|SERNEKE Fastighet AB|Tallhyddan Fastighets AB|Sefatech AB|Serneke Fjätervålen AB|SERNEKE Projektutveckling AB|KS Projektfastighet 2:15 AB|SERNEKE Industri AB|Fiskebäckskils Tomt AB|KS Hotell AB|KS Projektfastighet 1:25 AB|KS Projektfastighet 1:13 AB|Serneke Deponi AB|Gårdstens Projektutveckling AB|Serneke Projektförsäljning 5 AB|Karlastaden Media AB|KS Viewing AB|Serneke Trelleborg Holding AB|Älvfast AB|Serneke Markutveckling Väst 9 AB|Serneke Veddesta AB|Karlastaden Holding AB|Serneke Markutveckling Väst 8 AB|Care of Serneke AB|Ekonomisk förening 4-1 Karlastaden|Ekonomisk förening 3-1 Karlastaden|Västra Sjöstaden Holding Trelleborg 1 AB|Karlastaden Holding 6 AB|Karlastaden PH10 AB|Karlastaden Studio 7 AB|Jägaren Alingsås Ekonomisk förening|Ekonomisk förening 1-1 Karlastaden|Ekonomisk förening 7-1 Karlastaden|Nabbensbergs Herrgård Ekonomisk förening|Ekonomisk förening 8-2 Karlastaden|Karlatornet AB|Karlastaden PH 1 Holding AB|Serneke Älvsjö Station Holding AB|Gårdstens Fastighetsutveckling AB|Ekonomisk förening 7-2 Karlastaden|Ekonomisk förening 1-4 Karlastaden|Salviagatans bostäder AB|Korsebergsvägens Bostäder Ekonomisk förening|Kärna Berså Ekonomisk förening|Serneke Projektfastigheter 4 AB|Gustavas Plats i Ale Ekonomisk förening|KS 5 Handel AB|Offerhällsparken Ekonomisk förening|Serneke Projektförsäljning 2 AB|Ekonomisk förening 7-3 Karlastaden|Serneke Projektförsäljning 1 AB|Karlastaden PH7 AB|Karlastaden Studio 10 AB|KS 3 Handel AB|Trollhättan Real Estate AB|Serneke Österskans Holding AB|Bostadsrättsföreningen Karlatornet 1:1|Karlastaden Holding 8 AB|Ekonomisk förening 5-1 Karlastaden|Serneke Projektförsäljning 3 AB|Ekonomisk förening 1-2 Karlastaden|KS 6 Handel AB|Ekonomisk förening 5-2 Karlastaden|Serneke Markutveckling Väst 10 AB|Serneke Projektförsäljning 9 AB|Karlastaden Studio 9 AB|Karlastaden Studio 4 AB|AB Jäntan Trygghetsboende|Karlastaden Studio 8 AB|Ekonomisk förening 8-1 Karlastaden|Gårdstens Centrum 6 Ekonomisk förening|Karlastaden Holding 4 AB|Bostadsrättsföreningen Karlatornet 1:4|Karlastaden Studio 3 AB|Ekonomisk förening 1-5 Karlastaden|Karlastaden Holding 1 AB|Ekonomisk förening 1-3 Karlastaden|Badis i Fjällbacka Ekonomisk förening|Serneke Osålda Lägenheter Aktiebolag|Karlastaden PH3 AB|KS 2 Handel AB|Karlastaden Holding 5 AB|KS 2 Kontor AB|Bostadsrättsföreningen Karlatornet 1:2|Centrum Park i Vänersborg Ekonomisk förening|Knytkalaset Ekonomisk förening|Gårdstens Centrum 5 Ekonomisk förening|Tiselius Bostäder Ekonomisk förening|Karlastaden Studio 1 AB|KS Utbildningsfastighet AB|Karlastaden Studio 5 AB|KS 4 Handel AB|KS Driftsholding AB|Fastighetskompaniet i Väst AB|Karlastaden Holding 10 AB|Bostadsrättsföreningen Solkvarteret|Karlastaden PH5 AB|Karlastaden PH6 AB|KS 10 Marknad AB|Karlatornet Entreprenad AB|Solkvarteret Ekonomisk förening|Ekonomisk förening 5-3 Karlastaden|Törnskogen Exploatering Ekonomisk förening|Karlastaden Holding 9 AB|Fastighets AB Oceanateljen|Serneke MU Syd 2 AB|Ekonomisk förening 4-2 Karlastaden|Serneke Sprinkler AB|Serneke Storängsbotten Intressenter AB|Cirkustomten Utvecklings AB|Serneke MU Syd 3 AB|Serneke MU Syd 4 AB|KS 3 Kontor AB|Serneke MU Öst 2 AB|Serneke MU Väst 1 AB|Serneke MU Väst 4 AB|Serneke MU Väst 3 AB|Karlastaden PH 2 Holding AB|Serneke MU Öst 1 AB|Serneke Hagastaden AB|Serneke MU Väst 2 AB|Gårdstens Centrum Radhus Ekonomisk förening|Serneke Midroc Holding AB|Kosterbåten Malmö Ekonomisk förening|KS 3D lotter AB|Serneke Intressenter Syd Holding AB|Fibulan Fastighets AB|Växjödörren Bostad AB|Trexpo kontorsutveckling AB|Karlastaden Holding 1A AB|Västra Sjöstaden Holding Trelleborg 2 AB|Serneke Rosendal AB|Bostadsrättsföreningen Karlatornet 1:3|Sege Byggnad 15 AB|Karlastaden Holding 3 AB|Karlastaden PH8 AB|KS 5 Kontor AB|Karlastaden PH1 AB|Karlastaden Holding 7 AB|Iqine Holding AB|KS 7 Handel AB|Serneke MU Syd 1 AB|Serneke Projektfastigheter Eskilstuna AB|Ekonomisk förening 3-2 Karlastaden|Hotell Österskans AB|KS 7 Kommersiell AB|Serneke Industrial Center AB|Karlatower PH Holding 3 AB|Karlastaden Studio 6 AB|Karlastaden PH13 AB|Fastighets AB Österskans|Serneke Projektförsäljning 7 AB|Serneke Projektförsäljning 6 AB|Serneke Fastigheter Holding AB|Serneke Projektförsäljning 4 AB|Karlastaden Studentbostäder AB|Serneke MU Nordväst 4 AB|Serneke MU Nordväst 2 AB|Serneke MU Nordväst 1 AB|Trexpo projektutveckling 2 AB|Trexpo projektutveckling 1 AB|Serneke MU Nordväst 3 AB|Serneke Projektförsäljning 8 AB|Gustavas Plats Fastigheter AB|Serneke Hyresrätter i Väst AB|Skolfastighet i Kärna AB|KS 6 Kontor AB|Iqine Andelsägande 1 AB|Iqine Andelsägande 2 AB|Iqine Hyresbostäder Holding AB|Iqine Samhällsfastigheter Holding AB|Fibulan Ekonomisk förening|Serneke Södra Ryd Omsorgslokaler AB|Serneke Projektförsäljning 10 AB|Iqine Group AB|Serneke Skidanläggning AB|Karlastaden PH12 AB|Karlatornet Studio Holding 3 AB|Karlastaden Studio 17 AB|Karlastaden Studio 16 AB|Karlastaden Studio 13 AB|Karlastaden Studio 12 AB|Karlastaden Studio 15 AB|Karlastaden Studio 14 AB|Karlastaden Studio 11 AB|Karlastaden Studio 18 AB|Karlatornet Holding 1A AB|Karlatornet Studio Holding 4 AB|Karlatornet Commercial Holding AB|Karlatornet Studio Holding 1 AB|Karlatornet PH Holding 2 AB|Karlastaden Studio Holding 2 AB|Karlastaden Studio Holding 1 AB|Karlatornet Studio Holding 2 AB|Serneke Markutveckling Syd 5 AB|Karlastaden Holding 2 AB|Karlastaden PH11 AB|Karlastaden Studio 2 AB|Serneke Arenahotell AB|Karlastaden PH2 AB|Karlastaden PH4 AB|Serneke Markutveckling Syd 6 AB|Serneke Invest Holding 1 AB|Serneke Invest Holding 2 AB|Örja Kontorslokaler AB|Teaterterassen Ekonomisk förening|Gullön Citygården Ekonomisk förening
Karlskoga Betongdemolering AB,5566812490,3,46,Karlsson; Per Arne,9,5,Concrete Demolition Förvaltning AB|Arnessons Betongborrning AB|VOID AB|Karlskoga Betongdemolering AB|Arnessons Service AB|Fryxta Entreprenad AB|Nordvärmlands Bygg AB|Lekana Aktiebolag|Anders Augustsson Förvaltning AB
GL:s Maskinmontage AB,5563583722,2,58,Lind; Hans Göran Oskar,1,6,GL:s Maskinmontage AB
Karlskrona Ventilationsservice AB,5564384641,4,54,Magnusson; Jan Peter Mikael,2,1,Karlskrona Ventilationsservice AB|P Magnusson Holding AB
Karlssons Glas & Bygg AB,5590235270,5,43,Sandlund; Nils Roger,3,1,RV Glas AB|Karlssons Glas & Bygg AB|Sandlunds Bokföringsbyrå i Piteå AB
Karlssons Golv och Badrum AB,5590748298,2,40,Karlsson; Lars Sebastian,2,3,Karlssons Golv och Badrum AB|Karlssons Golv
Karlstad Solskydd Aktiebolag,5564084985,2,48,Persson Rune; Torbjörn Mikael,6,15,Säkerhetsteknik i Värmland AB|Karlstad Solskydd Aktiebolag|A-Låssmeden i Värmland AB|Marimike AB|Tårtpinglan AB|Eldtigern Holding AB
Karlströms Golvaktiebolag,5560958075,5,55,Karlström; Lennart Hans Olof,4,7,Karlströms Golvaktiebolag|Visby Plattsättning AB|K-golv Holding AB|Bostadsrättsföreningen Fjärilen
Karlströms Golvaktiebolag,5560958075,5,55,Hagstedt; Claes Anders,1,1,Karlströms Golvaktiebolag
Karric Bygg AB,5568663586,2,48,Cybulski; Karol,4,3,Karric Bygg AB|Utvälinge Fastigheter AB|Karric Bygg Förvaltning AB|Karric Fastighet AB
KASAMA VVS AB,5569576613,3,54,Blixt; Fredrik Kent Gustav,2,1,KASAMA VVS AB|KASAMA Holding AB
Katrineholms Plåt och Ventilationsmontage         Aktiebolag,5561932624,4,35,Karlsson; Mikael Anders,2,3,Katrineholms Plåt och Ventilationsmontage         Aktiebolag|Slagsaxen Holding AB
Kattkullen Bygg AB,5565316972,3,59,Henriksson; Lars Conny,6,2,Kattkullen Bygg AB|Fastighetsaktiebolaget Trädfällaren|Kattkullen Fastighets Aktiebolag|Byggnadsfirma Conny Henriksson Aktiebolag|Projekt Bygg i Västervik AB|Beatrice Henriksson Fastighetsförmedling AB
KaVP Vent & Plåt AB,5567847198,2,49,Olsson; Stefan Anders,3,3,Magnus Stefans Invest AB|Karlskoga Tak Aktiebolag|KaVP Vent & Plåt AB
KB Bygg & Fastighets AB,5562644699,2,68,Fransson; Kjell Paul Evert,2,1,KB Bygg & Fastighets AB|Fransson Rallysport & Marketing Handelsbolag
KD EL Service AB,5567135396,4,49,Sjöholm; Benny Leonard,9,4,Trafiksystem Väst AB|Electroteambolagen i Västsverige AB|UTK Activ El Aktiebolag|Electroteam i Västsverige AB|KD EL Service AB|BL El & Design AB|Ostkustens Elektriska Aktiebolag|Ackevis Miljö El AB|Electroteam i Stockholm AB
Kelter Bygg & El AB,5566810619,2,44,Kelter; Mikael Robert,7,3,Kelter Bygg & El AB|Roslagsfastigheter i Spillan AB|Bygg och Ritningskonsult i Norrtälje AB|Stubboda Holding AB|Åprojektet i Norrtälje AB|Granndeli AB|Åprojekt; Åkanten AB
Kendrill AB,5560370719,3,34,Edmundsson; Björn Gustav,3,3,Lirdnek Holding AB|Edmundsson Invest AB|Kendrill AB
Kenneths Bygg i Båstad AB,5569049462,2,68,Johansson; Gösta Kennet,5,1,Kenneths Bygg i Båstad AB|KJ Skottorp AB|KJ Östra Karup AB|Kenneth Johansson Holding i Båstad AB|MKPJ Lokaler AB
Kent Adolfsson Måleri Aktiebolag,5560705823,3,67,Kilander; Håkan Lars,2,1,Kent Adolfsson Måleri Aktiebolag|Färgmiljörådet i Göteborg AB
